n,relevance,seniority,note,title,firm,location,department,url,ats,token,job_id
179,,,,Portfolio Analyst,northerntrust.com,"Chicago, IL",,https://ntrs.wd1.myworkdayjobs.com/en-US/northerntrust/job/Chicago-IL/Portfolio-Analyst_R155413,workday,ntrs|wd1|northerntrust,/job/Chicago-IL/Portfolio-Analyst_R155413
180,,,,Machine Learning Analyst ,bracebridgecapital.com,"Boston, MA",Machine Learning,https://job-boards.greenhouse.io/bracebridgecapital/jobs/4715042005,greenhouse,bracebridgecapital,4715042005
181,,,,Credit Risk Model Development Quantitative Analyst II - Consumer Portfolio (Hybrid - see job description for potential work locations),wilmingtontrust.com,"Buffalo, NY; Baltimore, MD; Wilmington, DE; New York, NY; Washington, DC; Bridgeport, CT",,https://mtb.wd5.myworkdayjobs.com/en-US/WTExternal/job/Buffalo-NY/Credit-Risk-Model-Development-Quantitative-Analyst-II---Consumer-Portfolio--Hybrid---see-job-description-for-potential-work-locations-_R83338-2,workday,mtb|wd5|WTExternal,/job/Buffalo-NY/Credit-Risk-Model-Development-Quantitative-Analyst-II---Consumer-Portfolio--Hybrid---see-job-description-for-potential-work-locations-_R83338-2
182,,,,AI Forward Deployed Engineer,bullish.com,Hong Kong,,https://bullish.wd3.myworkdayjobs.com/en-US/Bullish/job/Hong-Kong/AI-Engineer_JR2001256,workday,bullish|wd3|Bullish,/job/Hong-Kong/AI-Engineer_JR2001256
183,,,,Treasury Operations Analyst - 12 Month FTC,octopusenergygeneration.com,London (GB),Finance,https://jobs.lever.co/octoenergy/3b5502ca-ab06-4dbb-9570-3ee651286521,lever,octoenergy,3b5502ca-ab06-4dbb-9570-3ee651286521
184,rejected,,from the board,Informationssäkerhetssamordnare till Svenska institutet,medmerabank.se,"Stockholm, Sweden",Security,https://career.computerswedenrecruitment.se/jobs/7977612-informationssakerhetssamordnare-till-svenska-institutet,teamtailor,career.computerswedenrecruitment.se,a0c96473-afbf-46ca-a3a3-2eafc59440dc
185,,,,Fair and Responsible Banking Analyst –Testing Program Governance,usbank.com,"Charlotte, NC; Minneapolis, MN; Cincinnati, OH; Tempe, AZ",,https://usbank.wd1.myworkdayjobs.com/en-US/US_Bank_Careers/job/Charlotte-NC/Fair-and-Responsible-Banking-Analyst--Testing-Program-Governance_2026-0019838,workday,usbank|wd1|US_Bank_Careers,/job/Charlotte-NC/Fair-and-Responsible-Banking-Analyst--Testing-Program-Governance_2026-0019838
186,rejected,,from the board,Inköpare för UBW Inköp support,techrytera.se,"Stockholm, Stockholms län",Inköpare,https://arbetsformedlingen.se/platsbanken/annonser/31368190,jobtech,jobstream,31368190
187,,,,Treasury Analyst,greystar.com,"City Office Dallas (Southlake), Southlake, TX; Remote Texas, Remote Texas, TX",,https://greystar.wd1.myworkdayjobs.com/en-US/External/job/City-Office-Dallas-Southlake-Southlake-TX/Treasury-Analyst_R0189167,workday,greystar|wd1|External,/job/City-Office-Dallas-Southlake-Southlake-TX/Treasury-Analyst_R0189167
188,,,,Solutions Architect,blockchaincapital.com,"Hybrid - New York, NY","Institutional Sales, Trading, and Prime Services",https://www.coinbase.com/careers/positions/8056065?gh_jid=8056065,greenhouse,coinbase,8056065
189,,,,Senior SAP Treasury & Risk Management (TRM) consultant,concentrix.com,USA Bellevue 13555 SE 36th Street,,https://cnx.wd1.myworkdayjobs.com/en-US/external_global/job/USA-Bellevue-13555-SE-36th-Street/Senior-SAP-Treasury---Risk-Management--TRM--consultant_R1752427,workday,cnx|wd1|external_global,/job/USA-Bellevue-13555-SE-36th-Street/Senior-SAP-Treasury---Risk-Management--TRM--consultant_R1752427
190,,,,Equity Delta-One & TRF Trader ,geneva-trading.com,Chicago Office; Dublin Ireland Office,GTM - Chicago Trading,https://job-boards.greenhouse.io/genevatrading/jobs/5175118007,greenhouse,genevatrading,5175118007
191,,,,"Senior Data Scientist, Costing",cherry.vc,"North Bethesda, MD",Data Science and Engineering ,https://job-boards.greenhouse.io/xometry/jobs/4774826007,greenhouse,xometry,4774826007
192,,,,"Sr. Specialist, Customer Acquisition - API (Korean Speaker)",concentrix.com,"SGP Singapore - 80 Pasir Panjang Road, 15-83/84 Mapletree Business City #2",,https://cnx.wd1.myworkdayjobs.com/en-US/external_global/job/SGP-Singapore---80-Pasir-Panjang-Road-15-8384-Mapletree-Business-City-2/Sr-Specialist--Customer-Acquisition---API--Korean-Speaker-_R1744533,workday,cnx|wd1|external_global,/job/SGP-Singapore---80-Pasir-Panjang-Road-15-8384-Mapletree-Business-City-2/Sr-Specialist--Customer-Acquisition---API--Korean-Speaker-_R1744533
193,rejected,,from the board,Delivery Managers - Tieto Banktech (m/f/d),sweden,Solna,,https://jobbsafari.se/jobb/delivery-managers-tieto-banktech-mfd-stsie-20477045,jobbsafari,sweden,20477045
194,rejected,,from the board,Söker anställed som servitis,sweden,Stockholm,,https://jobbsafari.se/jobb/soker-anstalled-som-servitis-sasrb-20485430,jobbsafari,sweden,20485430
195,,,,"Associate, Private Wealth Solutions",hamiltonlane.com,"Conshohocken, PA, USA",,https://hamiltonlane.wd108.myworkdayjobs.com/en-US/search/job/Conshohocken-PA-USA/Associate--Private-Wealth-Solutions_R002966,workday,hamiltonlane|wd108|search,/job/Conshohocken-PA-USA/Associate--Private-Wealth-Solutions_R002966
196,,,,Senior Quantitative Investment Risk Modeler,pacificlife.com,Newport Beach CA-700,,https://pacificlife.wd1.myworkdayjobs.com/en-US/PacificLifeCareers/job/Newport-Beach-CA-700/Senior-Quantitative-Investment-Risk-Modeler_R17514,workday,pacificlife|wd1|PacificLifeCareers,/job/Newport-Beach-CA-700/Senior-Quantitative-Investment-Risk-Modeler_R17514
197,rejected,,this is so far off it can get. also not in stockholm,Arbetsledare Handel & Hyra | Vikariat,jobba.kungsberget.se,"Sandviken, Gävleborgs län",Uthyrare,https://arbetsformedlingen.se/platsbanken/annonser/31350528,jobtech,jobstream,31350528
198,,,,AI Platform Engineer,cards.barclaycardus.com,"Glasgow Campus; Canary Wharf, 1 Churchill Place",,https://barclays.wd3.myworkdayjobs.com/en-US/External_Career_Site_Barclays/job/Glasgow-Campus/AI-Platform-Engineer_JR-0000083798,workday,barclays|wd3|External_Career_Site_Barclays,/job/Glasgow-Campus/AI-Platform-Engineer_JR-0000083798
199,,,,"Senior Investment Professional, Private Credit ",aksia.com,New York,Private Credit,https://job-boards.greenhouse.io/aksia/jobs/7498568002,greenhouse,aksia,7498568002
200,,,,"Senior Analyst, Asset Management",bridge33capital.com,,Asset Management,https://apply.workable.com/j/DD6F2892EC,workable,bridge33capital,DD6F2892EC
201,,,,"Analyst II, Asset Management",spcm.com,"Boston, MA",,https://orix.wd5.myworkdayjobs.com/en-US/External_ORIX/job/Boston-MA/Analyst-II--Asset-Management_R0004220,workday,orix|wd5|External_ORIX,/job/Boston-MA/Analyst-II--Asset-Management_R0004220
202,,,,Intern - Global Markets (Structured Solutions),hlbank.com.sg,Singapore   |   SG-Global Markets,,https://hlb.wd3.myworkdayjobs.com/en-US/HLBCareers/job/Singapore/Intern---Global-Markets--Structured-Solutions-_JR0000025854,workday,hlb|wd3|HLBCareers,/job/Singapore/Intern---Global-Markets--Structured-Solutions-_JR0000025854
203,,,,Quantitative Trader,akunacapital.com,Singapore,Trading,https://www.akunacapital.com/careers/job/6527972/?gh_jid=6527972,greenhouse,akunacapital,6527972
204,,,,Middle/Back Office Support,pandtong.com,,,https://pandtong.com/joblistEn?name=3&lan=En,site,pandtong,3
205,,,,"Analyst/Associate, Investments & Portfolio Management",rclco.com,"Los Angeles, Denver, San Francisco, Washington, D.C.",RCLCO Fund Advisors,https://job-boards.greenhouse.io/rclco/jobs/6774491,greenhouse,rclco,6774491
206,rejected,,mechanical engieering job,"Principal Computational Engineer, 3D CAD & Geometric Intelligence",cherry.vc,"North Bethesda, MD",Technology,https://job-boards.greenhouse.io/xometry/jobs/5153077007,greenhouse,xometry,5153077007
207,,,,"Intern, Middle & Back office function",eastspring.com,Shanghai,,https://prudential.wd3.myworkdayjobs.com/en-US/prudential_eastspring/job/Shanghai/Intern--Middle---Back-office-function_26070313,workday,prudential|wd3|prudential_eastspring,/job/Shanghai/Intern--Middle---Back-office-function_26070313
208,,,,Trading Support Analyst (VN3038),marex.com,"Chicago, United States",Trade Support,https://marex.breezy.hr/p/0114a9b47c3701-trading-support-analyst-vn3038,breezy,marex,0114a9b47c3701
209,,,,Data Scientist inom AI och automatisering,garantum.se,"Stockholm, Sweden",Invest | Fondkommission,https://karriar.garantum.se/jobs/7954377-data-scientist-inom-ai-och-automatisering,teamtailor,karriar.garantum.se,b082d278-65b2-4d52-9578-391d929357fb
210,,,,"Associate, Debt Asset Management, Real Estate",kayneanderson.com,,,https://apply.workable.com/j/A099FAB32E,workable,kaynecapital,A099FAB32E
211,,,,Senior Financial Institutions Underwriter,markel.com,2 Locations,,https://markelcorp.wd5.myworkdayjobs.com/en-US/GlobalCareers/job/Madrid---ESP/Senior-Financial-Institutions-Underwriter_R0022773,workday,markelcorp|wd5|GlobalCareers,/job/Madrid---ESP/Senior-Financial-Institutions-Underwriter_R0022773
212,,,,Experienced/Lateral - Quantitative Researcher,fiverings.com,New York,Quantitative Research,https://job-boards.greenhouse.io/fiveringsllc/jobs/5046298008,greenhouse,fiveringsllc,5046298008
213,,,,(Senior) Backend Engineer — Trading & Asset Optimization,aenu.com,Berlin HQ,Engineering,https://jobs.ashbyhq.com/trawa/ddf52300-2d5f-47cc-b49f-7fcd3626ab5b,ashby,trawa,ddf52300-2d5f-47cc-b49f-7fcd3626ab5b
214,,,,"Research Associate, Internet",rbcbluebay.com,"BROOKFIELD PLACE FKA 3 WORLD FINANCIAL CENTER, 200 VESEY STREET:NEW YORK",,https://rbc.wd3.myworkdayjobs.com/en-US/RBCGLOBAL1/job/BROOKFIELD-PLACE-FKA-3-WORLD-FINANCIAL-CENTER-200-VESEY-STREETNEW-YORK/Research-Associate--Internet_R-0000183727,workday,rbc|wd3|RBCGLOBAL1,/job/BROOKFIELD-PLACE-FKA-3-WORLD-FINANCIAL-CENTER-200-VESEY-STREETNEW-YORK/Research-Associate--Internet_R-0000183727
215,,,,Post-Trade Client Relationship & Service Associate - Collateral Management,sweden,Stockholm,,https://jobbsafari.se/jobb/post-trade-client-relationship-service-associate-collateral-management-scsom-17908091,jobbsafari,sweden,17908091
216,,,,"Data Scientist, Professional Senior",zebra.com,"USA - Lincolnshire, Illinois",,https://zebra.wd501.myworkdayjobs.com/en-US/Zebra_careers/job/USA---Lincolnshire-Illinois/Data-Scientist--Professional-Senior_JR101472,workday,zebra|wd501|Zebra_careers,/job/USA---Lincolnshire-Illinois/Data-Scientist--Professional-Senior_JR101472
217,,,,Quant Developer (Python) ,squarepoint-capital.com,"London, Montreal, Warsaw, Hong Kong, Singapore, Madrid, Houston, Bangalore",Technology,https://www.squarepoint-capital.com/open-opportunities?id=1433622&gh_jid=1433622,greenhouse,squarepointcapital,1433622
218,rejected,,from the board,Fondadministratör på deltid till vår studentpool,isec.com,Stockholm,,https://isec.careers.haileyhr.app/en-GB/job/5d764da5-4994-422c-931b-1405c47e52cb/667bb3fc-d3ce-4f17-b066-d32896c4c8e6/cab567ab-08d0-4eab-86e0-2c727061d88c,hailey,isec,667bb3fc-d3ce-4f17-b066-d32896c4c8e6
219,rejected,,economist/project leader role,Product Manager - B2C Credit,northmill.com,"Stockholm, Sweden",Product Management,https://careers.northmill.com/jobs/8107453-product-manager-b2c-credit,teamtailor,careers.northmill.com,0d6b4b64-363c-407f-bfe8-7f8aa281ac4f
220,,,,UHNW & Institutional Investment Advisor ,focusfinancialpartners.com,"Rochester, NY / remote",Client & Advisor Experience ,https://job-boards.greenhouse.io/focusfinancialpartners/jobs/6151112004,greenhouse,focusfinancialpartners,6151112004
221,rejected,senior_6_10,leadership role for non finance company,Applied Science / Data Science Leader,hydeparkvp.com,"San Francisco, CA",Engineering,https://job-boards.greenhouse.io/attentive/jobs/4308475009,greenhouse,attentive,4308475009
222,,,,"Senior Technical Business Analyst, Private Markets",russellinvestments.com,New York; Seattle,,https://russell.wd5.myworkdayjobs.com/en-US/russellinvestments/job/New-York/Lead-Technical-Analyst--Private-Markets_R-03688,workday,russell|wd5|russellinvestments,/job/New-York/Lead-Technical-Analyst--Private-Markets_R-03688
223,,,,Portfolio Implementation and Oversight Analyst,hamiltonlane.com,"Conshohocken, PA, USA",,https://hamiltonlane.wd108.myworkdayjobs.com/en-US/search/job/Conshohocken-PA-USA/Portfolio-Implementation-and-Oversight-Analyst_R002911,workday,hamiltonlane|wd108|search,/job/Conshohocken-PA-USA/Portfolio-Implementation-and-Oversight-Analyst_R002911
224,,,,Analyst,caxton.com,,Trading,https://apply.workable.com/j/451B1CB7BB,workable,caxton,451B1CB7BB
225,,,,Experienced Trader,dvtrading.co,"Chicago; Dubai, Dubai, United Arab Emirates; London; New York",Trading,https://job-boards.greenhouse.io/dvtrading/jobs/4018000005,greenhouse,dvtrading,4018000005
226,rejected,mid_3_5,portfolio management - nothing quantitative,Associate Portfolio Manager Program - NY,caxton.com,,Portfolio Management,https://apply.workable.com/j/36FF1FBBA4,workable,caxton,36FF1FBBA4
227,rejected,,from the board,Make-Ready Specialist - The Lochley,greystar.com,"The Lochley, Carrollton, TX",,https://greystar.wd1.myworkdayjobs.com/en-US/External/job/The-Lochley-Carrollton-TX/Make-Ready-Specialist---The-Lochley_R0194363,workday,greystar|wd1|External,/job/The-Lochley-Carrollton-TX/Make-Ready-Specialist---The-Lochley_R0194363
228,,,,Portfolio Oversight Analyst – Investment Compliance,artisanpartnersuk.com,"San Francisco, CA | Boston, MA | Chicago, IL | Milwaukee, WI | New York, NY | Denver, CO",Securities and Trade Operations,https://www.artisanpartners.com/careers/career-opportunities.html?gh_jid=7887710,greenhouse,artisanpartners,7887710
229,rejected,,infrastructure engineerring,Principal Engineer - Trading Core,pepperstone.com,,IT,https://apply.workable.com/j/4071275072,workable,pepperstone,4071275072
230,,,,Emerging Markets Financial and Real Estate Equities Analyst,vontobel.com,"Hong Kong AM / 1901 Gloucester Tower, The Landmark, 15 Queen's Road",,https://vontobel.wd3.myworkdayjobs.com/en-US/Vontobel_External_Career/job/Hong-Kong-AM--1901-Gloucester-Tower-The-Landmark-15-Queens-Road/Emerging-Markets-Real-Estate-and-Financial-Equities-Analyst_8802-2,workday,vontobel|wd3|Vontobel_External_Career,/job/Hong-Kong-AM--1901-Gloucester-Tower-The-Landmark-15-Queens-Road/Emerging-Markets-Real-Estate-and-Financial-Equities-Analyst_8802-2
231,,,,Quantitative Business Analyst,radixtrading.com,"Chicago, New York, Amsterdam",Business,https://job-boards.greenhouse.io/radixuniversity/jobs/8080910002,greenhouse,radixuniversity,8080910002
232,,,,Brokerage Operations Specialist,ohiocapitalfund.com,,,https://careers-westernsouthern.icims.com/jobs/24992/brokerage-operations-specialist/job,icims,westernsouthern,24992
233,,,,Day-Ahead Trader ISO,ambitenergy.com,"Irving, Texas",,https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Irving-Texas/Day-Ahead-Trader-ISO_40016321-1,workday,vst|wd5|vistra_careers,/job/Irving-Texas/Day-Ahead-Trader-ISO_40016321-1
234,rejected,head_or_md,leadership role [normalised seniority senior_6_10->head_or_md: same grade word as row 264 (head_or_md)],Director of Systematic COO Office,schonfeld.com,"New York, New York, United States",Systematic COO Office,https://job-boards.greenhouse.io/schonfeld/jobs/8020494,greenhouse,schonfeld,8020494
235,,,,Trading Underwriter,bbrown.com,"Basildon, England, United Kingdom",,https://bbinsurance.wd1.myworkdayjobs.com/en-US/Careers_Europe/job/Basildon-England-United-Kingdom/Trading-Underwriter_R25_0000000195,workday,bbinsurance|wd1|Careers_Europe,/job/Basildon-England-United-Kingdom/Trading-Underwriter_R25_0000000195
236,rejected,,from the board,Projektadministratör med inriktning kommunikation för TEF-Health,sweden,Stockholm,,https://jobbsafari.se/jobb/projektadministrator-med-inriktning-kommunikation-for-tef-health-sssvt-20478763,jobbsafari,sweden,20478763
237,,,,Senior Software Engineer,gravityteam.co,"Latvia (Riga), Rīga, Latvia, Amsterdam, Netherlands, London, United Kingdom",IT,https://careers.gravityteam.co/jobs/2622803-senior-software-engineer,teamtailor,careers.gravityteam.co,d90175fd-44af-4e78-ad13-e59bd834470a
238,,,,Casualty Brokerage Operations Coordinator,ryanspecialty.com,Remote - United States,,https://ryansg.wd5.myworkdayjobs.com/en-US/Ryan_Specialty_Career_Site/job/Remote---United-States/Casualty-Brokerage-Operations-Coordinator_JR26-5108-1,workday,ryansg|wd5|Ryan_Specialty_Career_Site,/job/Remote---United-States/Casualty-Brokerage-Operations-Coordinator_JR26-5108-1
239,,,,OM Bank - Credit Quantitative Analyst,oldmutual.com,2 Locations,,https://oldmutual.wd3.myworkdayjobs.com/en-US/Old_Mutual_Careers/job/Pinelands/OM-Bank---Credit-Quantitative-Analyst_JR-82126,workday,oldmutual|wd3|Old_Mutual_Careers,/job/Pinelands/OM-Bank---Credit-Quantitative-Analyst_JR-82126
240,less_relevant,junior_0_2,"Quant dev/infrastructure (STRAT, forward-deployed engineer). Less relevant: I want modelling/quant research. Internship contract but body demands 2-3 years.",Quantitative Research / Developer - Intern,schonfeld.com,"Hong Kong, Hong Kong",Emerging Markets & D1 Quant Team,https://job-boards.greenhouse.io/schonfeld/jobs/7185553,greenhouse,schonfeld,7185553
241,rejected,,manager for a crypto company,"Managing Director, Head of EU Sales",bitgo.com,"London, England, United Kingdom",Sales,https://job-boards.greenhouse.io/bitgo/jobs/8464699002,greenhouse,bitgo,8464699002
242,,,,Quantitative Trader / Researcher - US,tower-research.com,"New York, Chicago, Charleston, Las Vegas, Miami",Quantitative Research & Trading,https://www.tower-research.com/open-positions/?gh_jid=16635,greenhouse,towerresearchcapital,16635
243,,,,Quantitative Volatility Trader,xantium.com,"London, New York City ",Trading,https://job-boards.greenhouse.io/xantium/jobs/4179559009,greenhouse,xantium,4179559009
244,,,,"Analyst, Portfolio Management",arrowglobal.net,"Manchester, UK",,https://arrowglobal.pinpointhq.com/en/postings/d18c0d96-1c9a-4a2d-ae05-294da228fb94,pinpoint,arrowglobal,552593
245,,,,Business Analytics Senior Analyst,citibank.com.sg,New York New York United States,,https://citi.wd5.myworkdayjobs.com/en-US/2/job/New-York-New-York-United-States/Business-Analytics-Senior-Analyst_26969572,workday,citi|wd5|2,/job/New-York-New-York-United-States/Business-Analytics-Senior-Analyst_26969572
246,,,,Machine Learning Researcher,firstsparkventures.com,San Francisco,Research,https://jobs.ashbyhq.com/alljoined/537a054c-18ad-4e66-ab7a-178d1fe53ada,ashby,alljoined,537a054c-18ad-4e66-ab7a-178d1fe53ada
247,,,,"Associate, Asset-Based Finance Portfolio Management",brookfield.com,"New York, New York",,https://brookfield.wd5.myworkdayjobs.com/en-US/brookfield/job/New-York-New-York/Associate--Asset-Based-Finance-Portfolio-Management_R2050013,workday,brookfield|wd5|brookfield,/job/New-York-New-York/Associate--Asset-Based-Finance-Portfolio-Management_R2050013
248,,,,Trade Support Engineer,valkyrietrading.com,"Chicago, IL",Trade Support,https://jobs.lever.co/valkyrietrading/d5d3c739-fc8f-43d7-9076-5263d21f7a91,lever,valkyrietrading,d5d3c739-fc8f-43d7-9076-5263d21f7a91
249,,,,Business Operations Analyst (middle & Back Office),sig.com,,,https://careers-sig.icims.com/jobs/10482/business-operations-analyst-%28middle-%26-back-office%29/job,icims,sig,10482
250,,,,Quantitative Researcher - Intern,gsa-coral.com,"London, New York",Campus,https://www.gsacapital.com/careers/gh/?gh_jid=8570661002,greenhouse,gsacapital,8570661002
251,,,,"Analyst, Global Transaction Banking, Corporate Banking (12mth FTC Mat Cover)",cibc.com,"London, GBR",,https://cibc.wd3.myworkdayjobs.com/en-US/search/job/London-GBR/Analyst--Global-Transaction-Banking--Corporate-Banking--12mth-FTC-Mat-Cover-_2617278,workday,cibc|wd3|search,/job/London-GBR/Analyst--Global-Transaction-Banking--Corporate-Banking--12mth-FTC-Mat-Cover-_2617278
252,rejected,,from the board,Intern - Stockholm,sweden,Stockholm,,https://jobbsafari.se/jobb/intern-stockholm-scsom-20437987,jobbsafari,sweden,20437987
253,rejected,,manager role,Head of Managed Accounts and Model Portfolio Delivery - Senior Vice President ,icapitalnetwork.com,"Greenwich,  Connecticut, United States; New York, New York, United States",Alternative Solutions,https://job-boards.greenhouse.io/icapitalnetwork/jobs/8627403002,greenhouse,icapitalnetwork,8627403002
254,,,,Algorithmic Trader,simplextrading.com,Chicago,Trading,https://job-boards.greenhouse.io/simplextrading/jobs/4181846008,greenhouse,simplextrading,4181846008
255,,,,Industrial PhD at SuperFly Quants,danica.dk,"Copenhagen V, Denmark",,https://ejqi.fa.ocs.oraclecloud.eu/hcmUI/CandidateExperience/en/sites/CX_1001/job/24187,oracle_hcm,ejqi.fa.ocs.oraclecloud.eu|CX_1001,24187
256,,,,"Intern, Risk (Jan - Jun 2027)",qcpgroup.com,,Market Risk,https://apply.workable.com/j/6B1690698E,workable,qcp-group,6B1690698E
257,rejected,junior_0_2,asset management - not quantitative,"Asset Management Analyst (f/m/x), Frankfurt/Main (Full-Time)",savillsim.com,"Frankfurt, Frankfurt am Main, Germany",Investment,https://careers.savillsim.com/jobs/7644749-asset-management-analyst-f-m-x-frankfurt-main-full-time,teamtailor,careers.savillsim.com,508df7a2-3009-4ee2-99ff-7e5e53c0e695
258,,,,Backend Developer till Lannebo Kapitalförvaltning,jobstream,"Stockholm, Stockholms län",Mjukvaruutvecklare,https://arbetsformedlingen.se/platsbanken/annonser/31325108,jobtech,jobstream,31325108
259,,,,Staff Data Engineer,buildingventures.com,"Berkeley, California, United States",Engineering,https://copperhome.com/pages/jobs?gh_jid=5177592007,greenhouse,copperhome,5177592007
260,,,,"Associate, Production Support Engineer",galaxy.com,Hong Kong,Engineering,https://job-boards.greenhouse.io/galaxydigitalservices/jobs/5700604004,greenhouse,galaxydigitalservices,5700604004
261,,,,Quantitative Developer ,schonfeld.com,"Hong Kong, Hong Kong",Internal Portfolio Managers & Analysts,https://job-boards.greenhouse.io/schonfeld/jobs/6772399,greenhouse,schonfeld,6772399
262,rejected,,management role in a fintech company,Head of Corporate Development,plaid.com,San Francisco HQ,All Departments,https://jobs.ashbyhq.com/plaid/4a865873-eafa-423d-b9ae-3afd31ae4678,ashby,plaid,4a865873-eafa-423d-b9ae-3afd31ae4678
263,,,,"OM Bank - Senior Credit Quantitative Analyst: Impairment, Credit & Regulatory Reporting",oldmutual.com,2 Locations,,https://oldmutual.wd3.myworkdayjobs.com/en-US/Old_Mutual_Careers/job/Pinelands/OM-Bank---Senior-Credit-Quantitative-Analyst--Impairment--Credit---Regulatory-Reporting_JR-82149,workday,oldmutual|wd3|Old_Mutual_Careers,/job/Pinelands/OM-Bank---Senior-Credit-Quantitative-Analyst--Impairment--Credit---Regulatory-Reporting_JR-82149
264,,,,"Analyst, Portfolio Management",profunds.com,"Bethesda, MD",Portfolio Management ,https://boards.greenhouse.io/proshares/jobs/6132176004?gh_jid=6132176004,greenhouse,proshares,6132176004
265,,,,Equity Volatility Quant Researcher Intern (Summer 2027),walleyecapital.com,"Miami, FL",Single Stock - Volatility,https://job-boards.greenhouse.io/walleyecapital-external-students/jobs/4676334006,greenhouse,walleyecapital-external-students,4676334006
266,,,,"Analyst, Multi-Asset Portfolio Solutions (MAPS)",ares.com,"New York, NY",,https://aresmgmt.wd1.myworkdayjobs.com/en-US/External/job/New-York-NY/Analyst--Multi-Asset-Portfolio-Solutions--MAPS-_R8239,workday,aresmgmt|wd1|External,/job/New-York-NY/Analyst--Multi-Asset-Portfolio-Solutions--MAPS-_R8239
267,,,,Software Engineer Intern ,gardacp.com,"New York, New York, United States",Research & Technology (Internship),https://job-boards.greenhouse.io/gardacp/jobs/6146213004,greenhouse,gardacp,6146213004
268,,,,"Intern, Trading Analytics 2027",conocophillips.com,"Houston, TX",,https://conocophillips.wd1.myworkdayjobs.com/en-US/External/job/Houston-TX/Intern--Trading-Analytics-2027_REQ-006429,workday,conocophillips|wd1|External,/job/Houston-TX/Intern--Trading-Analytics-2027_REQ-006429
269,,,,Senior Platform Engineer,trustbank.sg,Singapore,Technology,https://job-boards.greenhouse.io/trustbank/jobs/7888996003,greenhouse,trustbank,7888996003
270,,,,Real Estate Asset Management Associate,hayfin.com,,Investment,https://apply.workable.com/j/5A14A880A9,workable,hayfin-capital-management,5A14A880A9
271,,,,"Business Operations Analyst (middle Back Office), Hong Kong",sig.com,,,https://careers-sig.icims.com/jobs/11260/business-operations-analyst-%28middle-back-office%29%2c-hong-kong/job,icims,sig,11260
272,,,,Trade Support Specialist - Middle Office,drw.com,Chicago,Technology,https://drw.com/work-at-drw/listings/trade-support-specialist-middle-office-3475663,site,drw,3475663
273,rejected,,from the board,Financial Controller - Sweden Branch,sweden,Stockholm,,https://jobbsafari.se/jobb/financial-controller-sweden-branch-scsom-20425599,jobbsafari,sweden,20425599
274,,,,"Senior Engineer, Risk Engineering",bullish.com,2 Locations,,https://bullish.wd3.myworkdayjobs.com/en-US/Bullish/job/Hong-Kong/Senior-Engineer--Risk-Engineering_JR2001260,workday,bullish|wd3|Bullish,/job/Hong-Kong/Senior-Engineer--Risk-Engineering_JR2001260
275,,,,UIT Trading & Origination Senior Associate,guggenheiminvestments.com,"Chicago, IL",,https://guggenheiminvestment.wd5.myworkdayjobs.com/en-US/External/job/Chicago-IL/UIT-Trading---Origination_JR-2026-101167,workday,guggenheiminvestment|wd5|External,/job/Chicago-IL/UIT-Trading---Origination_JR-2026-101167
276,,,,Senior Associate – Treasury Strategy & Technology,switzerland,"Zürich, ZH",,https://www.job-room.ch/job-search/2fca0e7e-681c-4854-8254-b67c0f18aeed,jobroom,switzerland,2fca0e7e-681c-4854-8254-b67c0f18aeed
277,,,,Research Senior Associate,citibank.com.sg,London  United Kingdom,,https://citi.wd5.myworkdayjobs.com/en-US/2/job/London--United-Kingdom/Research-Senior-Associate_26988223,workday,citi|wd5|2,/job/London--United-Kingdom/Research-Senior-Associate_26988223
278,,,,HPC Systems Engineer,jumptrading.com,Chicago,IT Infrastructure + WCW,https://www.jumptrading.com/hr/job?gh_jid=5752845,greenhouse,jumptrading,5752845
279,rejected,,from the board,Redovisning,sweden,Sundbyberg,,https://jobbsafari.se/jobb/redovisning-sasrb-20445343,jobbsafari,sweden,20445343
280,,,,Senior Portfolio Advisor II,northerntrust.com,"Atlanta, GA",,https://ntrs.wd1.myworkdayjobs.com/en-US/northerntrust/job/Atlanta-GA/Senior-Portfolio-Advisor-II_R154852-1,workday,ntrs|wd1|northerntrust,/job/Atlanta-GA/Senior-Portfolio-Advisor-II_R154852-1
281,,,,Treasury Analyst - Front Office,apexgroup.com,London,,https://theapexgroup.wd3.myworkdayjobs.com/en-US/apexgroupcareers/job/London/Treasury-Analyst---Front-Office_JR-0024034,workday,theapexgroup|wd3|apexgroupcareers,/job/London/Treasury-Analyst---Front-Office_JR-0024034
282,less_relevant,mid_3_5,trader role [normalised relevance adjacent->less_relevant: same firm and seat class as row 246 'Graduate Trader' (less_relevant)],Digital Assets Trader - Amsterdam ,flowtraders.com,Amsterdam,Trading,https://job-boards.greenhouse.io/flowtraders/jobs/3234877,greenhouse,flowtraders,3234877
283,,,,Datacenter Operations,xtxmarkets.com,New York,Datacentre,https://job-boards.greenhouse.io/xtxmarketstechnologies/jobs/7740507003,greenhouse,xtxmarketstechnologies,7740507003
284,,,,"Student Analyst, Investment Management",betterenergy.com,Frederiksberg C,,https://www.jobindex.dk/vis-job/h1688476,jobindex,denmark,h1688476
285,,,,Trade Support Intern,drw.com,Chicago,Campus,https://drw.com/work-at-drw/listings/trade-support-intern-3467551,site,drw,3467551
