verdict,reason,hub,title,firm,fit,relevance,url,id
keep,keep,hong kong,Quantitative Researcher,janestreet.com,strong,relevant,https://www.janestreet.com/join-jane-street/apply/8623868002?gh_jid=8623868002,greenhouse:janestreet:8623868002
keep,keep,singapore,Quant Developer,~abaxx singapore pte. ltd.,stretch,adjacent,https://www.mycareersfuture.gov.sg/job/banking-finance/quant-developer-abaxx-singapore-21c4e7407f62d3e68ecbfd973df973da,mycareersfuture:singapore:21c4e7407f62d3e68ecbfd973df973da
keep,keep,singapore,"Junior Dealer, Institutional Equities",~rhb bank berhad,plausible,adjacent,https://www.mycareersfuture.gov.sg/job/banking-finance/junior-dealer-institutional-equities-rhb-bank-berhad-8788833a34ee9716bc5ccf9a1924a700,mycareersfuture:singapore:8788833a34ee9716bc5ccf9a1924a700
keep,keep,singapore,Trader (Commodities/ Sales exp/ No exp welcomed!),~trust recruit pte. ltd.,plausible,less_relevant,https://www.mycareersfuture.gov.sg/job/sales/trader-trust-recruit-98c03390440253283f0f10707d8056e6,mycareersfuture:singapore:98c03390440253283f0f10707d8056e6
keep,keep,stockholm,Riskanalytiker inom kapitalförvaltning,~pensionsmyndigheten,plausible,adjacent,https://jobbsafari.se/jobb/riskanalytiker-inom-kapitalforvaltning-sasrb-20460367,jobbsafari:sweden:20460367
keep,keep,singapore,Corporate Credit Analyst,~upper spring consulting pte. ltd.,,,https://www.mycareersfuture.gov.sg/job/banking-finance/corporate-credit-analyst-upper-spring-consulting-4e184e9897a3a99a7d991557e2d638e6,mycareersfuture:singapore:4e184e9897a3a99a7d991557e2d638e6
keep,keep,singapore,Senior Research Engineer - Private Assets,~association edhec business school singapore branch,stretch,adjacent,https://www.mycareersfuture.gov.sg/job/banking-finance/senior-research-engineer-assets-association-edhec-business-school-singapore-branch-211230bda902f4e11438e338cbec16ea,mycareersfuture:singapore:211230bda902f4e11438e338cbec16ea
keep,keep,singapore,Quantitative Research Intern,~fragment works pte. ltd.,plausible,relevant,https://www.mycareersfuture.gov.sg/job/information-technology/quantitative-research-intern-fragment-works-f114cba55a2cec520ab249a7f2479bdd,mycareersfuture:singapore:f114cba55a2cec520ab249a7f2479bdd
keep,keep,singapore,Quantitative Developer,~nova prospect pte. ltd.,plausible,less_relevant,https://www.mycareersfuture.gov.sg/job/engineering/quantitative-developer-nova-prospect-756b260eeab823b7061196dc2cf5e756,mycareersfuture:singapore:756b260eeab823b7061196dc2cf5e756
keep,keep,singapore,Physics & Mathematics Intern,~fragment works pte. ltd.,stretch,adjacent,https://www.mycareersfuture.gov.sg/job/information-technology/physics-mathematics-intern-fragment-works-609d326e3a0bb03bdc64b50351574e7b,mycareersfuture:singapore:609d326e3a0bb03bdc64b50351574e7b
keep,keep,singapore,"Equity Research Associate, Asia Financals",wellington.com,plausible,adjacent,https://wellington.wd5.myworkdayjobs.com/en-US/External/job/Central-Singapore-Singapore/Research-Associate--Finance_R94316-1,workday:wellington|wd5|External:/job/Central-Singapore-Singapore/Research-Associate--Finance_R94316-1
keep,keep,hong kong,ꓟachine ꓡearning ꓣesearcher,janestreet.com,plausible,adjacent,https://www.janestreet.com/join-jane-street/apply/8596771002?gh_jid=8596771002,greenhouse:janestreet:8596771002
keep,keep,singapore,"Treasury Trader (FX, Interest Rate & Fixed Income Trading)",~greenlane private ltd.,strong,less_relevant,https://www.mycareersfuture.gov.sg/job/banking-finance/treasury-trader-greenlane-b807670f660352f73cb701462293e317,mycareersfuture:singapore:b807670f660352f73cb701462293e317
keep,keep,hong kong,Trainee Broker- International Forward,tpicap.com,,,https://tp.wd107.myworkdayjobs.com/en-US/TP-ICAP/job/Hong-Kong/Trainee-Broker--International-Forward_R5622,workday:tp|wd107|TP-ICAP:/job/Hong-Kong/Trainee-Broker--International-Forward_R5622
keep,keep,hong kong,Trainee Broker- CHN Deliverable Forwards (Mandarin Speaking),tpicap.com,,,https://tp.wd107.myworkdayjobs.com/en-US/TP-ICAP/job/Hong-Kong/Trainee-Broker--CHN-DF--Native-Mandarin-Speaking-_R5606,workday:tp|wd107|TP-ICAP:/job/Hong-Kong/Trainee-Broker--CHN-DF--Native-Mandarin-Speaking-_R5606
keep,keep,singapore,Trading Analyst (LNG),~satellite international (singapore) pte. ltd.,stretch,adjacent,https://www.mycareersfuture.gov.sg/job/others/trading-analyst-satellite-international-a5502e19b833c9baaeb1fda2f6614642,mycareersfuture:singapore:a5502e19b833c9baaeb1fda2f6614642
keep,keep,hong kong,"Trader, Treasury",clsa.com,plausible,less_relevant,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Trader--Treasury_JR002645,workday:citicclsa|wd3|External:/job/Hong-Kong/Trader--Treasury_JR002645
keep,keep,singapore,Trader,~fenix fund management pte. ltd.,plausible,less_relevant,https://www.mycareersfuture.gov.sg/job/others/trader-fenix-fund-management-70bf2b2340eb36651279d8d1c5d903a7,mycareersfuture:singapore:70bf2b2340eb36651279d8d1c5d903a7
keep,keep,singapore,Sustainability Analyst (Biofuels),~ca search pte. ltd.,,,https://www.mycareersfuture.gov.sg/job/risk-management/sustainability-analyst-ca-search-60e3781dea7b185e11ea646e7820b2ee,mycareersfuture:singapore:60e3781dea7b185e11ea646e7820b2ee
keep,keep,hong kong,"Specialist, Equity Research (Technology)",dbs.com,plausible,adjacent,https://dbs.wd3.myworkdayjobs.com/en-US/DBS_Careers/job/One-Island-East/Specialist--Equity-Research--Technology-_WD86752,workday:dbs|wd3|DBS_Careers:/job/One-Island-East/Specialist--Equity-Research--Technology-_WD86752
keep,keep,singapore,Software Engineer (Senior),~fenix one pte. ltd.,,,https://www.mycareersfuture.gov.sg/job/others/software-engineer-fenix-one-45b465915e6a5bbc1dbcfb26b0835ad4,mycareersfuture:singapore:45b465915e6a5bbc1dbcfb26b0835ad4
keep,keep,singapore,Software Engineer (Senior),~fenix one pte. ltd.,,,https://www.mycareersfuture.gov.sg/job/others/software-engineer-fenix-one-12834cf27f4737616f1329ea1a09e98e,mycareersfuture:singapore:12834cf27f4737616f1329ea1a09e98e
keep,keep,singapore,Software Engineer (Junior),~fenix one pte. ltd.,,,https://www.mycareersfuture.gov.sg/job/others/software-engineer-fenix-one-463cfb13c75008ba65b15eb77c0a2750,mycareersfuture:singapore:463cfb13c75008ba65b15eb77c0a2750
keep,keep,singapore,Software Engineer,janestreet.com,,,https://www.janestreet.com/join-jane-street/apply/5791948002?gh_jid=5791948002,greenhouse:janestreet:5791948002
keep,keep,hong kong,Software Engineer,janestreet.com,,,https://www.janestreet.com/join-jane-street/apply/8140274002?gh_jid=8140274002,greenhouse:janestreet:8140274002
keep,keep,singapore,Software Engineer,janestreet.com,,,https://www.janestreet.com/join-jane-street/apply/8075770002?gh_jid=8075770002,greenhouse:janestreet:8075770002
keep,keep,hong kong,Software Engineer,janestreet.com,,,https://www.janestreet.com/join-jane-street/apply/4756741002?gh_jid=4756741002,greenhouse:janestreet:4756741002
keep,keep,singapore,Software Engineer,~fenix one pte. ltd.,,,https://www.mycareersfuture.gov.sg/job/others/software-engineer-fenix-one-989e9b4f734a5e6addd2f72ceb913c51,mycareersfuture:singapore:989e9b4f734a5e6addd2f72ceb913c51
keep,keep,singapore,Software Engineer,~fenix one pte. ltd.,,,https://www.mycareersfuture.gov.sg/job/others/software-engineer-fenix-one-62be3ed306fd1d102f68a13f543c0183,mycareersfuture:singapore:62be3ed306fd1d102f68a13f543c0183
keep,keep,stockholm,Senior quantitative analyst within credit risk and capital,~swedbank ab,stretch,relevant,https://jobbsafari.se/jobb/senior-quantitative-analyst-within-credit-risk-and-capital-sasrb-20457498,jobbsafari:sweden:20457498
keep,keep,singapore,Senior Trader,~fenix fund management pte. ltd.,stretch,less_relevant,https://www.mycareersfuture.gov.sg/job/others/senior-trader-fenix-fund-management-68489d853fb169bb16efd57a8cf9d518,mycareersfuture:singapore:68489d853fb169bb16efd57a8cf9d518
keep,keep,singapore,Senior Trader,~fenix fund management pte. ltd.,stretch,less_relevant,https://www.mycareersfuture.gov.sg/job/others/senior-trader-fenix-fund-management-4aadc9ef870dba757e7502bb962cdd78,mycareersfuture:singapore:4aadc9ef870dba757e7502bb962cdd78
keep,keep,singapore,"Senior Research Specialist, Oil",lseg.com,,,https://lseg.wd3.myworkdayjobs.com/en-US/Careers/job/SGP-Singapore-1-Raffles-Quay/Senior-Research-Specialist--Oil_R0120486-1,workday:lseg|wd3|Careers:/job/SGP-Singapore-1-Raffles-Quay/Senior-Research-Specialist--Oil_R0120486-1
keep,keep,singapore,Senior Java Developer,~allegis group singapore private limited,,,https://www.mycareersfuture.gov.sg/job/information-technology/senior-java-developer-allegis-group-singapore-914b387209587641d0399a0dad22335e,mycareersfuture:singapore:914b387209587641d0399a0dad22335e
keep,keep,hong kong,Senior Business Analyst- Equities,tpicap.com,stretch,adjacent,https://tp.wd107.myworkdayjobs.com/en-US/TP-ICAP/job/Hong-Kong/Senior-Business-Analyst--Equities_R5578,workday:tp|wd107|TP-ICAP:/job/Hong-Kong/Senior-Business-Analyst--Equities_R5578
keep,keep,singapore us other,"Senior Associate, Portfolio Management Group - Quantitative Research and Strategy",hamiltonlane.com,stretch,relevant,https://hamiltonlane.wd108.myworkdayjobs.com/en-US/search/job/Conshohocken-PA-USA/Senior-Associate--Portfolio-Management-Group_R002703,workday:hamiltonlane|wd108|search:/job/Conshohocken-PA-USA/Senior-Associate--Portfolio-Management-Group_R002703
keep,keep,singapore,"Senior Associate / Associate, Market Risk Business & Data Analyst, Risk Management Group",dbs.com,stretch,less_relevant,https://dbs.wd3.myworkdayjobs.com/en-US/DBS_Careers/job/Singapore---Central/Senior-Associate---Associate--Market-Risk-Business---Data-Analyst--Risk-Management-Group_WD86465,workday:dbs|wd3|DBS_Careers:/job/Singapore---Central/Senior-Associate---Associate--Market-Risk-Business---Data-Analyst--Risk-Management-Group_WD86465
keep,keep,hong kong,Sales and Trading,janestreet.com,stretch,adjacent,https://www.janestreet.com/join-jane-street/apply/8630687002?gh_jid=8630687002,greenhouse:janestreet:8630687002
keep,keep,hong kong,Sales Trader,janestreet.com,stretch,adjacent,https://www.janestreet.com/join-jane-street/apply/8582063002?gh_jid=8582063002,greenhouse:janestreet:8582063002
keep,keep,singapore,Risk Management Intern - Commodities (6-Month Term),~pertamina international marketing and distribution pte. ltd.,plausible,adjacent,https://www.mycareersfuture.gov.sg/job/risk-management/risk-management-intern-commodities-pertamina-international-marketing-distribution-ec0c255d937cac094abb231794d30b8f,mycareersfuture:singapore:ec0c255d937cac094abb231794d30b8f
keep,keep,singapore,Research Intern (Fixed Income Focused),~ifast financial pte. ltd.,plausible,adjacent,https://www.mycareersfuture.gov.sg/job/banking-finance/research-intern-ifast-financial-6bb2ca8bc4bb5bee883950c56b399810,mycareersfuture:singapore:6bb2ca8bc4bb5bee883950c56b399810
keep,keep,singapore,RAD Developer – Quant & Trading Technology,~alan partners sg pte. ltd.,plausible,less_relevant,https://www.mycareersfuture.gov.sg/job/information-technology/rad-developer-%E2%80%93-quant-trading-technology-alan-partners-sg-5b3ff22c7bb3414e2e90cd7a9893d041,mycareersfuture:singapore:5b3ff22c7bb3414e2e90cd7a9893d041
keep,keep,hong kong,Quantitative Trader,janestreet.com,plausible,less_relevant,https://www.janestreet.com/join-jane-street/apply/7982986002?gh_jid=7982986002,greenhouse:janestreet:7982986002
keep,keep,hong kong,Quantitative Trader,janestreet.com,plausible,less_relevant,https://www.janestreet.com/join-jane-street/apply/8071940002?gh_jid=8071940002,greenhouse:janestreet:8071940002
keep,keep,hong kong,Quantitative Trader,janestreet.com,plausible,less_relevant,https://www.janestreet.com/join-jane-street/apply/4839146002?gh_jid=4839146002,greenhouse:janestreet:4839146002
keep,keep,hong kong,Quantitative Trader,janestreet.com,plausible,less_relevant,https://www.janestreet.com/join-jane-street/apply/8623733002?gh_jid=8623733002,greenhouse:janestreet:8623733002
keep,keep,hong kong,Quantitative Researcher,janestreet.com,strong,relevant,https://www.janestreet.com/join-jane-street/apply/8343131002?gh_jid=8343131002,greenhouse:janestreet:8343131002
keep,keep,hong kong,Quantitative Researcher,janestreet.com,plausible,adjacent,https://www.janestreet.com/join-jane-street/apply/7514485002?gh_jid=7514485002,greenhouse:janestreet:7514485002
keep,keep,hong kong,Quantitative Researcher,janestreet.com,plausible,adjacent,https://www.janestreet.com/join-jane-street/apply/8071941002?gh_jid=8071941002,greenhouse:janestreet:8071941002
keep,keep,singapore,Quantitative Analytics Associate Off Cycle Internship 2027 Singapore,cards.barclaycardus.com,apply_now,relevant,https://barclays.wd3.myworkdayjobs.com/en-US/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/Quantitative-Analytics-Associate-Off-Cycle-Internship-2027-Singapore_JR-0000117563,workday:barclays|wd3|External_Career_Site_Barclays:/job/Singapore-Marina-Bay-Financial-Tower-2/Quantitative-Analytics-Associate-Off-Cycle-Internship-2027-Singapore_JR-0000117563
keep,keep,hong kong,Quantitative Analytics Associate Off Cycle Internship 2027 Hong Kong,cards.barclaycardus.com,apply_now,relevant,https://barclays.wd3.myworkdayjobs.com/en-US/External_Career_Site_Barclays/job/Hong-Kong-Cheung-Kong-Center/Quantitative-Analytics-Associate-Off-Cycle-Internship-2027-Hong-Kong_JR-0000117565,workday:barclays|wd3|External_Career_Site_Barclays:/job/Hong-Kong-Cheung-Kong-Center/Quantitative-Analytics-Associate-Off-Cycle-Internship-2027-Hong-Kong_JR-0000117565
keep,keep,singapore,Precious Metals/Commodities Trader (FX)   #NKC,~recruit express pte ltd,plausible,less_relevant,https://www.mycareersfuture.gov.sg/job/banking-finance/precious-metalscommodities-trader-nkc-recruit-express-7faf023e72767a4eb225503c58fd9145,mycareersfuture:singapore:7faf023e72767a4eb225503c58fd9145
keep,keep,hong kong,Market Risk Analyst,bankofsingapore.com,plausible,less_relevant,https://ocbc.wd102.myworkdayjobs.com/en-US/External/job/OCBC-Hong-Kong/Market-Risk-Analyst_JR00007840-1,workday:ocbc|wd102|External:/job/OCBC-Hong-Kong/Market-Risk-Analyst_JR00007840-1
keep,keep,hong kong,Macro Analyst,janestreet.com,stretch,less_relevant,https://www.janestreet.com/join-jane-street/apply/7731614002?gh_jid=7731614002,greenhouse:janestreet:7731614002
keep,keep,hong kong,Machine Learning Researcher,janestreet.com,plausible,adjacent,https://www.janestreet.com/join-jane-street/apply/8374335002?gh_jid=8374335002,greenhouse:janestreet:8374335002
keep,keep,hong kong,Machine Learning Researcher,janestreet.com,plausible,adjacent,https://www.janestreet.com/join-jane-street/apply/8576934002?gh_jid=8576934002,greenhouse:janestreet:8576934002
keep,keep,hong kong,Machine Learning Researcher,janestreet.com,plausible,adjacent,https://www.janestreet.com/join-jane-street/apply/7246309002?gh_jid=7246309002,greenhouse:janestreet:7246309002
keep,keep,singapore,Junior Trader,~fenix fund management pte. ltd.,plausible,adjacent,https://www.mycareersfuture.gov.sg/job/others/junior-trader-fenix-fund-management-359e42cafee3a1543facb74be9416886,mycareersfuture:singapore:359e42cafee3a1543facb74be9416886
keep,keep,singapore,Junior Gold Trader - Global Markets Division,bankofsingapore.com,strong,less_relevant,https://ocbc.wd102.myworkdayjobs.com/en-US/External/job/OCBC-Singapore/Junior-Gold-Trader---Global-Markets-Division_JR00009823-1,workday:ocbc|wd102|External:/job/OCBC-Singapore/Junior-Gold-Trader---Global-Markets-Division_JR00009823-1
keep,keep,singapore,"Internship: Global Markets, Asset Liability Management, Central Liability Unit [Jul to Dec 2026]",bankofsingapore.com,plausible,adjacent,https://ocbc.wd102.myworkdayjobs.com/en-US/External/job/OCBC-Singapore/Internship--Global-Markets--Asset-Liability-Management--Central-Liability-Unit--Jul-to-Dec-2026-_JR00006467,workday:ocbc|wd102|External:/job/OCBC-Singapore/Internship--Global-Markets--Asset-Liability-Management--Central-Liability-Unit--Jul-to-Dec-2026-_JR00006467
keep,keep,singapore,Institutional Equity Sales Trading - Global Markets Equities,bankofsingapore.com,plausible,adjacent,https://ocbc.wd102.myworkdayjobs.com/en-US/External/job/OCBC-Singapore/Institutional-Equity-Sales-Trading---Global-Markets-Equities_JR00007910,workday:ocbc|wd102|External:/job/OCBC-Singapore/Institutional-Equity-Sales-Trading---Global-Markets-Equities_JR00007910
keep,keep,singapore,IRON ORE TRADER,~unicore resources pte. ltd.,stretch,less_relevant,https://www.mycareersfuture.gov.sg/job/wholesale-trade/iron-ore-trader-unicore-resources-0553b5dce3bfc3a1a7b782c052985c2a,mycareersfuture:singapore:0553b5dce3bfc3a1a7b782c052985c2a
keep,keep,singapore,Global Financial Institutions Credit Analyst - AM/MGR,bankofsingapore.com,plausible,adjacent,https://ocbc.wd102.myworkdayjobs.com/en-US/External/job/OCBC-Singapore/Global-Financial-Institutions-Credit-Analyst---AM-MGR_JR00006878,workday:ocbc|wd102|External:/job/OCBC-Singapore/Global-Financial-Institutions-Credit-Analyst---AM-MGR_JR00006878
keep,keep,singapore,"Futures Sales and Trader, Futures Clearing",clsa.com,plausible,less_relevant,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Singapore/Futures-Sales-and-Trader--Futures-Clearing_JR001961-1,workday:citicclsa|wd3|External:/job/Singapore/Futures-Sales-and-Trader--Futures-Clearing_JR001961-1
keep,keep,hong kong,Financing Specialist,janestreet.com,,,https://www.janestreet.com/join-jane-street/apply/8585152002?gh_jid=8585152002,greenhouse:janestreet:8585152002
keep,keep,hong kong,"Facilitation Trader, Trading",clsa.com,plausible,less_relevant,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Facilitation-Trader--Trading_JR003132,workday:citicclsa|wd3|External:/job/Hong-Kong/Facilitation-Trader--Trading_JR003132
keep,keep,singapore,"FX & Rates Strategist, Research",clsa.com,,,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Singapore/FX---Rates-Strategist--Research_JR001364,workday:citicclsa|wd3|External:/job/Singapore/FX---Rates-Strategist--Research_JR001364
keep,keep,singapore,FIX Onboarding and Connectivity Engineer,janestreet.com,,,https://www.janestreet.com/join-jane-street/apply/8159216002?gh_jid=8159216002,greenhouse:janestreet:8159216002
keep,keep,hong kong,FIX Onboarding and Connectivity Engineer,janestreet.com,,,https://www.janestreet.com/join-jane-street/apply/8161177002?gh_jid=8161177002,greenhouse:janestreet:8161177002
keep,keep,hong kong,Exotic Options Trader,janestreet.com,stretch,less_relevant,https://www.janestreet.com/join-jane-street/apply/8433793002?gh_jid=8433793002,greenhouse:janestreet:8433793002
keep,keep,hong kong,"Execution Quant, Trading",clsa.com,plausible,less_relevant,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Execution-Quant--Trading_JR002875,workday:citicclsa|wd3|External:/job/Hong-Kong/Execution-Quant--Trading_JR002875
keep,keep,singapore,"Execution Consultant, Trading",clsa.com,plausible,adjacent,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Singapore/Execution-Consultant--Trading_JR002785,workday:citicclsa|wd3|External:/job/Singapore/Execution-Consultant--Trading_JR002785
keep,keep,hong kong,"Execution Consultant, Trading",clsa.com,plausible,adjacent,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Execution-Consultant--Trading_JR002478,workday:citicclsa|wd3|External:/job/Hong-Kong/Execution-Consultant--Trading_JR002478
keep,keep,singapore,Electronic/Algo Sales Trader,tpicap.com,plausible,adjacent,https://tp.wd107.myworkdayjobs.com/en-US/TP-ICAP/job/Singapore/Associate--Execution-Trading_R5426,workday:tp|wd107|TP-ICAP:/job/Singapore/Associate--Execution-Trading_R5426
keep,keep,singapore,Desk Quant - Macro Rate,~alan partners sg pte. ltd.,plausible,relevant,https://www.mycareersfuture.gov.sg/job/banking-finance/desk-quant-macro-rate-alan-partners-sg-ba99ec7563ff777d09d04caf1a937bf9,mycareersfuture:singapore:ba99ec7563ff777d09d04caf1a937bf9
keep,keep,stockholm,Data Scientist till Swedbank,~academic work sweden ab,plausible,adjacent,https://jobbsafari.se/jobb/data-scientist-till-swedbank-sasrb-20458005,jobbsafari:sweden:20458005
keep,keep,hong kong,Data Engineer,janestreet.com,,,https://www.janestreet.com/join-jane-street/apply/7668113002?gh_jid=7668113002,greenhouse:janestreet:7668113002
keep,keep,singapore,"Associate/Senior Associate, Trader - Equity Derivatives, Global Financial Markets",dbs.com,stretch,less_relevant,https://dbs.wd3.myworkdayjobs.com/en-US/DBS_Careers/job/Singapore---Central/Associate-Senior-Associate--Trader---Equity-Derivatives--Global-Financial-Markets_WD86917,workday:dbs|wd3|DBS_Careers:/job/Singapore---Central/Associate-Senior-Associate--Trader---Equity-Derivatives--Global-Financial-Markets_WD86917
keep,keep,hong kong,"Associate, Quant Developer, Delta One, Equity Derivatives",clsa.com,strong,less_relevant,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Associate-Director--Director--EQD-Quant-Developer--Equity-Derivatives_JR002284,workday:citicclsa|wd3|External:/job/Hong-Kong/Associate-Director--Director--EQD-Quant-Developer--Equity-Derivatives_JR002284
keep,keep,singapore,"Associate, Public Markets",~temasek global investments pte. ltd.,,,https://www.mycareersfuture.gov.sg/job/banking-finance/associate-public-markets-temasek-global-investments-7a16e2762866d38f4d2c925a20cab062,mycareersfuture:singapore:7a16e2762866d38f4d2c925a20cab062
keep,keep,hong kong,"Associate, Precious Metals Trader, Commodities",clsa.com,strong,less_relevant,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Associate--Precious-Metals-Trader--Commodities_JR002601,workday:citicclsa|wd3|External:/job/Hong-Kong/Associate--Precious-Metals-Trader--Commodities_JR002601
keep,keep,hong kong,"Associate, Platforms & Analytics, Trading Development",hkexgroup.com,plausible,adjacent,https://hkex.wd3.myworkdayjobs.com/en-US/HKEXCareerPage/job/HK-TWO-ES-6F/Associate--Platforms---Analytics--Trading-Development_R003606,workday:hkex|wd3|HKEXCareerPage:/job/HK-TWO-ES-6F/Associate--Platforms---Analytics--Trading-Development_R003606
keep,keep,hong kong,"Associate, FICC Structuring, Fixed Income",clsa.com,plausible,adjacent,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Associate--FICC-Structuring--Fixed-Income_JR003072,workday:citicclsa|wd3|External:/job/Hong-Kong/Associate--FICC-Structuring--Fixed-Income_JR003072
keep,keep,hong kong,"Associate, Equity Derivatives Structuring, Equity Derivatives",clsa.com,plausible,adjacent,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Associate--Equity-Derivatives-Structuring--Equity-Derivatives_JR002605-1,workday:citicclsa|wd3|External:/job/Hong-Kong/Associate--Equity-Derivatives-Structuring--Equity-Derivatives_JR002605-1
keep,keep,singapore,"Associate, EQD Trading, Equity Derivatives",clsa.com,plausible,adjacent,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Singapore/Associate-Director--EQD-Trading_JR001532,workday:citicclsa|wd3|External:/job/Singapore/Associate-Director--EQD-Trading_JR001532
keep,keep,hong kong,"Associate, Delta One Trading, Commodities",clsa.com,plausible,adjacent,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Associate--Delta-One-Trading--Commodities_JR002891,workday:citicclsa|wd3|External:/job/Hong-Kong/Associate--Delta-One-Trading--Commodities_JR002891
keep,keep,hong kong,"Associate, Delta One Index Trading, Equity Derivatives",clsa.com,plausible,adjacent,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Associate--Delta-One-Index-Trading--Equity-Derivatives_JR002573,workday:citicclsa|wd3|External:/job/Hong-Kong/Associate--Delta-One-Index-Trading--Equity-Derivatives_JR002573
keep,keep,hong kong,"Associate, Commodity Swaps Trader, Commodities",clsa.com,strong,less_relevant,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Associate--Commodity-Swaps-Trader--Commodities_JR002472,workday:citicclsa|wd3|External:/job/Hong-Kong/Associate--Commodity-Swaps-Trader--Commodities_JR002472
keep,keep,hong kong,"Associate, Commodities Quant, Commodities",clsa.com,apply_now,relevant,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong/Associate--Commodities-Quant--Commodities_JR002543,workday:citicclsa|wd3|External:/job/Hong-Kong/Associate--Commodities-Quant--Commodities_JR002543
keep,keep,hong kong,"Associate / Analyst, Credit Research - Bonds / Fixed Income, Group Research",dbs.com,plausible,adjacent,https://dbs.wd3.myworkdayjobs.com/en-US/DBS_Careers/job/One-Island-East/Associate---Analyst--Credit-Research---Bonds---Fixed-Income--Group-Research_WD87149,workday:dbs|wd3|DBS_Careers:/job/One-Island-East/Associate---Analyst--Credit-Research---Bonds---Fixed-Income--Group-Research_WD87149
keep,keep,singapore,"Analyst, Singapore",clsa.com,,,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Singapore/Analyst_JR002186,workday:citicclsa|wd3|External:/job/Singapore/Analyst_JR002186
keep,keep,singapore,"Algorithmic Sales Trader (Graduate), Trading",clsa.com,plausible,adjacent,https://citicclsa.wd3.myworkdayjobs.com/en-US/External/job/Singapore/Algorithmic-Sales-Trader--Graduate---Trading_JR002328,workday:citicclsa|wd3|External:/job/Singapore/Algorithmic-Sales-Trader--Graduate---Trading_JR002328
keep,keep,hong kong singapore,APAC Investment Treasury Portfolio Analyst,wellington.com,stretch,adjacent,https://wellington.wd5.myworkdayjobs.com/en-US/External/job/Central-Singapore-Singapore/APAC-Investment-Treasury-Portfolio-Analyst_R94251-1,workday:wellington|wd5|External:/job/Central-Singapore-Singapore/APAC-Investment-Treasury-Portfolio-Analyst_R94251-1
keep,keep,singapore,AI Engineer (Financial & Capital Markets)_Contract Renewable,~ntt singapore pte. ltd.,plausible,adjacent,https://www.mycareersfuture.gov.sg/job/information-technology/ai-engineer-contract-renewable-ntt-singapore-2c11b2f3e0f9101955e2efc563fcf0f0,mycareersfuture:singapore:2c11b2f3e0f9101955e2efc563fcf0f0
keep,keep,amsterdam hong kong,Senior Research Engineer (Based in Hong Kong),flowtraders.com,stretch,adjacent,https://job-boards.greenhouse.io/flowtraders/jobs/8020047,greenhouse:flowtraders:8020047
keep,keep,hong kong new york,Senior Research Engineer (Based in Hong Kong),flowtraders.com,stretch,adjacent,https://job-boards.greenhouse.io/flowtraders/jobs/8018139,greenhouse:flowtraders:8018139
keep,keep,hong kong,Senior Research Engineer,flowtraders.com,stretch,adjacent,https://job-boards.greenhouse.io/flowtraders/jobs/7431246,greenhouse:flowtraders:7431246
keep,keep,singapore,Senior Desk Quant Analyst (Front Office),~alan partners sg pte. ltd.,stretch,relevant,https://www.mycareersfuture.gov.sg/job/banking-finance/senior-desk-quant-analyst-alan-partners-sg-4b58250e5346c0048be283b32eb1d2d0,mycareersfuture:singapore:4b58250e5346c0048be283b32eb1d2d0
keep,keep,singapore,Junior Trader (FX / Precious Metals/Commodities)) #NKC,~recruit express pte ltd,strong,less_relevant,https://www.mycareersfuture.gov.sg/job/banking-finance/junior-trader-nkc-recruit-express-4f0e72dd260064c558877dd8c4520a72,mycareersfuture:singapore:4f0e72dd260064c558877dd8c4520a72
keep,keep,singapore,Investment Research Analyst | SFO,~smtp consult pte. ltd.,plausible,adjacent,https://www.mycareersfuture.gov.sg/job/banking-finance/investment-research-analyst-sfo-smtp-consult-834835caeda1b67fe72267232e6084fa,mycareersfuture:singapore:834835caeda1b67fe72267232e6084fa
keep,keep,hong kong,Institutional Trader (Based in Hong Kong),flowtraders.com,stretch,adjacent,https://job-boards.greenhouse.io/flowtraders/jobs/8025635,greenhouse:flowtraders:8025635
keep,keep,hong kong,Institutional Trader,flowtraders.com,stretch,adjacent,https://job-boards.greenhouse.io/flowtraders/jobs/7927974,greenhouse:flowtraders:7927974
