n,relevance,seniority,note,title,firm,location,department,url,ats,token,job_id
204,rejected,senior_6_10,"Senior Software Engineer, Test Infrastructure","Senior Software Engineer, Test Infrastructure",kaleelcompany.com,Hybrid - New York,Engineering,https://job-boards.greenhouse.io/fartherfinance/jobs/4570587005,greenhouse,fartherfinance,4570587005
205,less_relevant,junior_0_2,"Associate Trader/Trader, Equity","Associate Trader/Trader, Equity",russellinvestments.com,Seattle,,https://russell.wd5.myworkdayjobs.com/en-US/russellinvestments/job/Seattle/Trader--Fixed-Income_R-04174,workday,russell|wd5|russellinvestments,/job/Seattle/Trader--Fixed-Income_R-04174
206,rejected,unknown,Electronic Sales Trader,Electronic Sales Trader,tpicap.com,New York,,https://tp.wd107.myworkdayjobs.com/en-US/TP-ICAP/job/New-York/Electronic-Sales-Trader_R5316,workday,tp|wd107|TP-ICAP,/job/New-York/Electronic-Sales-Trader_R5316
207,rejected,unknown,"Sales Development Representative, SME & Growth, DACH"," Sales Development Representative, SME & Growth, DACH",airwallex.com,DE - Berlin,SME & Growth Business,https://jobs.ashbyhq.com/airwallex/17452299-88fe-4880-9794-9c635b989292,ashby,airwallex,17452299-88fe-4880-9794-9c635b989292
208,rejected,junior_0_2,"Associate, Product Strategy & Development","Associate, Product Strategy & Development ",pembertonam.com,London,Product Strategy and Development,https://jobs.ashbyhq.com/Pemberton/620db7a0-9fab-442b-8c98-9be65335c602,ashby,Pemberton,620db7a0-9fab-442b-8c98-9be65335c602
209,relevant,student_intern,"Quantitative Researcher Intern, Summer 2027","Quantitative Researcher Intern, Summer 2027",arrowstreetcapital.com,Boston,,https://arrowstreetcapital.wd5.myworkdayjobs.com/en-US/Campus_Careers/job/Boston/Quantitative-Researcher-Intern--Summer-2027_R1505,workday,arrowstreetcapital|wd5|Campus_Careers,/job/Boston/Quantitative-Researcher-Intern--Summer-2027_R1505
210,rejected,junior_0_2,Residential Warehouse Trader Analyst,Residential Warehouse Trader Analyst,cards.barclaycardus.com,"New York, 745 7th Avenue",,https://barclays.wd3.myworkdayjobs.com/en-US/External_Career_Site_Barclays/job/New-York-745-7th-Avenue/Residential-Warehouse-Trader-Analyst_JR-0000102369,workday,barclays|wd3|External_Career_Site_Barclays,/job/New-York-745-7th-Avenue/Residential-Warehouse-Trader-Analyst_JR-0000102369
211,rejected,unknown,Contracts Administrator,Contracts Administrator,esr.com,,Australia,https://apply.workable.com/j/884C9C32BD,workable,esr-group,884C9C32BD
212,rejected,senior_6_10,Senior Mobile Engineer,Senior Mobile Engineer,kaleelcompany.com,"Hybrid - New York, NY",Engineering,https://job-boards.greenhouse.io/fartherfinance/jobs/4629896005,greenhouse,fartherfinance,4629896005
213,relevant,junior_0_2,"Quantitative Research Analyst, Mortgages","Quantitative Research Analyst, Mortgages",pimco.com,"London, GBR",,https://pimco.wd1.myworkdayjobs.com/en-US/pimco-careers/job/London-GBR/Quantitative-Research-Analyst_R106492,workday,pimco|wd1|pimco-careers,/job/London-GBR/Quantitative-Research-Analyst_R106492
214,rejected,junior_0_2,Trading System Implementation Specialist - VN2883,Trading System Implementation Specialist - VN2883,marex.com,"New York, United States",Capital Markets,https://marex.breezy.hr/p/df3c415f567301-trading-system-implementation-specialist-vn2883,breezy,marex,df3c415f567301
215,rejected,student_intern,Robot Learning Intern,Robot Learning Intern,westwavecapital.com,Singapore Office,Engineering,https://jobs.ashbyhq.com/dexmate/2ba5c98b-721d-43db-9b11-aac5aa175df4,ashby,dexmate,2ba5c98b-721d-43db-9b11-aac5aa175df4
216,rejected,senior_6_10,Senior Tax Associate (California),Senior Tax Associate (California),tuftoncapital.com,"Remote, USA",Wealth Solutions - Tax,https://job-boards.greenhouse.io/merceradvisors/jobs/5362629008,greenhouse,merceradvisors,5362629008
217,less_relevant,junior_0_2,"Business Consultant, Quantitative Data","Business Consultant, Quantitative Data",lseg.com,2 Locations,,https://lseg.wd3.myworkdayjobs.com/en-US/Careers/job/USA-New-York-28-Liberty-Street/Business-Consultant--Quantitative-Data_R0120357-1,workday,lseg|wd3|Careers,/job/USA-New-York-28-Liberty-Street/Business-Consultant--Quantitative-Data_R0120357-1
218,less_relevant,junior_0_2,"Investment Risk Analyst, Fixed Income","Investment Risk Analyst, Fixed Income",wellington.com,2 Locations,,https://wellington.wd5.myworkdayjobs.com/en-US/External/job/London-United-Kingdom/Investment-Risk-Analyst--Fixed-Income_R93445-1,workday,wellington|wd5|External,/job/London-United-Kingdom/Investment-Risk-Analyst--Fixed-Income_R93445-1
219,rejected,junior_0_2,Production Product Engineer till Mycronic!,Production Product Engineer till Mycronic! ,ACADEMIC WORK SWEDEN AB,"Täby, Stockholms län","Civilingenjör, produktion, elektronik",https://arbetsformedlingen.se/platsbanken/annonser/31180885,jobtech,jobstream,31180885
220,rejected,junior_0_2,Relationship Associate - Singapore,Relationship Associate - Singapore,gmo.com,Singapore,Global Client Relations,https://jobs.lever.co/gmo/c997fd75-41a7-41a5-b106-878ac99cec5d,lever,gmo,c997fd75-41a7-41a5-b106-878ac99cec5d
221,rejected,unknown,"Quantitative Risk, Off","Quantitative Risk, Off",statestreet.com,"Hangzhou, China",,https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/Quantitative-Risk--Off_R-795492,workday,statestreet|wd1|Global,/job/Hangzhou-China/Quantitative-Risk--Off_R-795492
222,less_relevant,junior_0_2,Derivatives Analytics & AI Solutions Engineer,Derivatives Analytics & AI Solutions Engineer,mizuhogroup.com,"New York, NY (1271 AOA/6th Ave)",,https://mizuho.wd1.myworkdayjobs.com/en-US/mizuhoamericas/job/New-York-NY-1271-AOA6th-Ave/Derivatives-Analytics---AI-Solutions-Engineer_R7131,workday,mizuho|wd1|mizuhoamericas,/job/New-York-NY-1271-AOA6th-Ave/Derivatives-Analytics---AI-Solutions-Engineer_R7131
223,rejected,unknown,CDL A Truck Driver,CDL A Truck Driver,insightpartners.com,Dallas TX,Distribution,https://job-boards.greenhouse.io/misfitsmarket/jobs/6383918003,greenhouse,misfitsmarket,6383918003
224,rejected,unknown,Commercial Lines Account Coordinator,Commercial Lines Account Coordinator,lwarner.com,"Panama City, Florida, United States",Account Management,https://job-boards.greenhouse.io/foundationriskpartners/jobs/5145285007,greenhouse,foundationriskpartners,5145285007
225,rejected,junior_0_2,Market Administrator (Trading Tech Support Analyst),Market Administrator (Trading Tech Support Analyst),tpicap.com,Hong Kong,,https://tp.wd107.myworkdayjobs.com/en-US/TP-ICAP/job/Hong-Kong/Market-Administrator--Trading-Tech-Support-Analyst-_R5395-1,workday,tp|wd107|TP-ICAP,/job/Hong-Kong/Market-Administrator--Trading-Tech-Support-Analyst-_R5395-1
226,rejected,unknown,"Legal Counsel - (Equity Derivatives, Trading Documentation)","Legal Counsel - (Equity Derivatives, Trading Documentation)",mizuhogroup.com,NYC (1285),,https://mizuho.wd1.myworkdayjobs.com/en-US/mizuhoamericas/job/NYC-1285/Equity-Finance---Derivatives-Attorney_R7005,workday,mizuho|wd1|mizuhoamericas,/job/NYC-1285/Equity-Finance---Derivatives-Attorney_R7005
227,rejected,junior_0_2,Leasing Consultant (Residential),Leasing Consultant (Residential),cimgroup.com,"Los Angeles, CA",Property Management,https://jobs.lever.co/cimgroup/1308e2dc-0ae6-4e1b-be42-0d9edac8b54f,lever,cimgroup,1308e2dc-0ae6-4e1b-be42-0d9edac8b54f
228,rejected,junior_0_2,Software Engineer,Software Engineer,pdtpartners.com,"London, UK",Technology,https://job-boards.greenhouse.io/pdtpartners/jobs/7964007,greenhouse,pdtpartners,7964007
229,rejected,unknown,General Full-Time Application,General Full-Time Application,harrisonst.com,"Chicago,  IL",General Application,https://jobs.lever.co/harrisonst/caee0692-f4bb-4639-b13e-a3a9f3b41793,lever,harrisonst,caee0692-f4bb-4639-b13e-a3a9f3b41793
230,rejected,junior_0_2,PolyPath Market Risk Technology Specialist (Java/Python),PolyPath Market Risk Technology Specialist (Java/Python),santander.com,2 Locations,,https://santander.wd3.myworkdayjobs.com/en-US/SantanderCareers/job/New-York/PolyPath-Market-Risk-Technology-Specialist--Java-Python-_Req1596400,workday,santander|wd3|SantanderCareers,/job/New-York/PolyPath-Market-Risk-Technology-Specialist--Java-Python-_Req1596400
231,rejected,junior_0_2,Learning Community Specialist,Learning Community Specialist,castleisland.vc,"New York, NY, United States",People Operations,https://ripple.com/careers/all-jobs/job/7951682?gh_jid=7951682,greenhouse,ripple,7951682
232,rejected,junior_0_2,Data Governance Analyst,Data Governance Analyst,pepperstone.com,,IT,https://apply.workable.com/j/08FFE9CCCF,workable,pepperstone,08FFE9CCCF
233,rejected,unknown,Legal Counsel - Derivatives / Trading,Legal Counsel - Derivatives / Trading,mandg.com,London,,https://mgpru.wd3.myworkdayjobs.com/en-US/mandgprudential/job/London/Legal-Counsel---Derivatives---Trading_R19989-1,workday,mgpru|wd3|mandgprudential,/job/London/Legal-Counsel---Derivatives---Trading_R19989-1
234,rejected,unknown,Sales Development Representative,Sales Development Representative,teya.com,London,UK Operations,https://jobs.ashbyhq.com/teya/6840cc2b-e727-465c-973d-34ab289fa6fc,ashby,teya,6840cc2b-e727-465c-973d-34ab289fa6fc
235,rejected,unknown,Register Your Interest: Investment Management,Register Your Interest: Investment Management,winton.com,"London, United Kingdom",Investment Management ,https://job-boards.eu.greenhouse.io/winton/jobs/4207622101,greenhouse,winton,4207622101
236,rejected,unknown,Trading Systems Support,Trading Systems Support,tpicap.com,New York,,https://tp.wd107.myworkdayjobs.com/en-US/TP-ICAP/job/New-York/Trading-Systems-Support_R5575,workday,tp|wd107|TP-ICAP,/job/New-York/Trading-Systems-Support_R5575
237,rejected,unknown,Call Center Agent - Kundenrückgewinnung im Homeoffice (w/m/d),Call Center Agent - Kundenrückgewinnung im Homeoffice (w/m/d) ,runacap.com,Remote,Pre-Sales,https://job-boards.greenhouse.io/smavagmbh/jobs/7582022003,greenhouse,smavagmbh,7582022003
238,rejected,student_intern,"Risk Management - Internship (Lyon, France)","Risk Management - Internship (Lyon, France)",archimed.group,,Archimed,https://apply.workable.com/j/935A65F322,workable,archimed,935A65F322
239,less_relevant,junior_0_2,"Analyst, GRM Market Risk","Analyst, GRM Market Risk",rbcbluebay.com,"New York, New York, United States of America",,https://rbc.wd3.myworkdayjobs.com/en-US/RBCGLOBAL1/job/New-York-New-York-United-States-of-America/Analyst--GRM-Market-Risk_R-0000179068-1,workday,rbc|wd3|RBCGLOBAL1,/job/New-York-New-York-United-States-of-America/Analyst--GRM-Market-Risk_R-0000179068-1
240,rejected,junior_0_2,Quality & Reliability Engineer,Quality & Reliability Engineer,step.com,Primary: Bay Area (San Francisco/Peninsula) ,Engineering,https://job-boards.greenhouse.io/mrbeastyoutube/jobs/6140344004,greenhouse,mrbeastyoutube,6140344004
241,rejected,student_intern,Ground Systems Working Student (m/f/d),Ground Systems Working Student (m/f/d),earlybird.com,"Ottobrunn, Bavaria, Germany; Parsdorf, Bavaria, Germany",Ground Systems,https://job-boards.eu.greenhouse.io/isaraerospace/jobs/4912793101,greenhouse,isaraerospace,4912793101
242,less_relevant,unknown,US Equity Trader,US Equity Trader,wellington.com,"Boston, MA, United States",,https://wellington.wd5.myworkdayjobs.com/en-US/External/job/Boston-MA-United-States/US-Equity-Trader_R92302,workday,wellington|wd5|External,/job/Boston-MA-United-States/US-Equity-Trader_R92302
243,rejected,junior_0_2,Media Systems Engineer,Media Systems Engineer,step.com,"Raleigh, NC",IT,https://job-boards.greenhouse.io/mrbeastyoutube/jobs/6119484004,greenhouse,mrbeastyoutube,6119484004
244,rejected,junior_0_2,Engineer - Local 94,Engineer - Local 94,rxr.com,New York,Engineering,https://job-boards.greenhouse.io/rxr/jobs/5206919008,greenhouse,rxr,5206919008
245,less_relevant,junior_0_2,Site Reliability Engineer - - Electronic Trading Team,Site Reliability Engineer - - Electronic Trading Team,lseg.com,2 Locations,,https://lseg.wd3.myworkdayjobs.com/en-US/Careers/job/St-Loui-Missouri/Site-Reliability-Engineer-----Electronic-Trading-Team_R0119763-1,workday,lseg|wd3|Careers,/job/St-Loui-Missouri/Site-Reliability-Engineer-----Electronic-Trading-Team_R0119763-1
246,rejected,unknown,"Enterprise Account Executive, Chicago","Enterprise Account Executive, Chicago",horizon3.ai,"Chicago, Illinois",Sales,https://jobs.ashbyhq.com/horizon3ai/e36f6fa4-d4f2-41fd-8891-a509468668bf,ashby,horizon3ai,e36f6fa4-d4f2-41fd-8891-a509468668bf
247,rejected,senior_6_10,Senior DevOps Engineer,Senior DevOps Engineer,williamblair.com,"Chicago, Illinois, United States",810 Information Technology,https://www.williamblair.com/Careers/job-description?gh_jid=5105879007,greenhouse,williamblair,5105879007
248,rejected,unknown,Market Risk,Market Risk,statestreet.com,"Boston, Massachusetts",,https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Boston-Massachusetts/Market-Risk_R-791518,workday,statestreet|wd1|Global,/job/Boston-Massachusetts/Market-Risk_R-791518
249,rejected,unknown,"Data Scientist, Next Gen Recommendation Systems","Data Scientist, Next Gen Recommendation Systems",impact.com,New York City,Product,https://job-boards.greenhouse.io/impact/jobs/8509182002,greenhouse,impact,8509182002
250,rejected,unknown,Informationssäkerhetssamordnare till Svenska institutet,Informationssäkerhetssamordnare till Svenska institutet,medmerabank.se,"Stockholm, Sweden",Security,https://career.computerswedenrecruitment.se/jobs/7977612-informationssakerhetssamordnare-till-svenska-institutet,teamtailor,career.computerswedenrecruitment.se,a0c96473-afbf-46ca-a3a3-2eafc59440dc
251,rejected,unknown,Företagsrådgivare Kungsängenkontoret,Företagsrådgivare Kungsängenkontoret,swedbank.com,"Stockholm Region, Sundbyberg, Sweden",Customer service and advice,https://jobs.swedbank.com/jobs/27570-foretagsradgivare-kungsangenkontoret,teamtailor,jobs.swedbank.com,f2712004-ad74-4859-acd2-fc97be8a69df
252,rejected,unknown,Juniora Konsulter Technology Risk | Assurance | Stockholm,Juniora Konsulter Technology Risk | Assurance | Stockholm ,Ernst & Young Aktiebolag,"Stockholm, Stockholms län",IT-tekniker,https://arbetsformedlingen.se/platsbanken/annonser/31350903,jobtech,jobstream,31350903
253,rejected,unknown,"Client Service Executive, Wealth Management","Client Service Executive, Wealth Management",kiltergroup.com,,,https://apply.workable.com/j/52A918E8EB,workable,kilter-group,52A918E8EB
254,rejected,senior_6_10,Senior Planning Associate,Senior Planning Associate,marathonwealth.net,"Atlanta, GA",Planning,https://job-boards.greenhouse.io/moderawealthmanagement/jobs/5386299008,greenhouse,moderawealthmanagement,5386299008
255,rejected,mid_3_5,Subject Matter Expert – Mathematics (Mandarin) – Remote,Subject Matter Expert – Mathematics (Mandarin) – Remote,clear.ventures,China (Remote),LiltLancer Community,https://jobs.ashbyhq.com/lilt-production/1a50b5dd-18ac-471e-8bdd-ee45ba1b94cb,ashby,lilt-production,1a50b5dd-18ac-471e-8bdd-ee45ba1b94cb
256,rejected,junior_0_2,Staff Cloud Platform Engineer - Cloud Developer Experience,Staff Cloud Platform Engineer - Cloud Developer Experience,tribecavp.com,Remote - United Kingdom,Engineering,https://job-boards.greenhouse.io/alphasense/jobs/8628007002,greenhouse,alphasense,8628007002
257,rejected,student_intern,Product Management Intern (Summer 2027),Product Management Intern (Summer 2027),dcvc.com,"Bellevue, Washington; Mountain View, California; San Francisco, California",Product,https://databricks.com/company/careers/open-positions/job?gh_jid=6883068002,greenhouse,databricks,6883068002
258,rejected,senior_6_10,Senior Fluid Systems / Process Design Engineer,Senior Fluid Systems / Process Design Engineer,earlybird.com,"Ottobrunn, Bavaria, Germany",Ground Systems,https://job-boards.eu.greenhouse.io/isaraerospace/jobs/4919871101,greenhouse,isaraerospace,4919871101
259,rejected,unknown,Customer Advisor,Customer Advisor,northmill.com,"Stockholm, Sweden",Customer Center,https://careers.northmill.com/jobs/7790481-customer-advisor,teamtailor,careers.northmill.com,e0a7db14-171a-427a-a256-a417cc265d6f
260,rejected,junior_0_2,Application Security Engineer,Application Security Engineer,pepperstone.com,,,https://apply.workable.com/j/9E86CB0DB3,workable,pepperstone,9E86CB0DB3
261,rejected,unknown,Call Center Agent - Kreditabsicherung im Homeoffice (w/m/d),Call Center Agent - Kreditabsicherung im Homeoffice (w/m/d) ,runacap.com,Remote,EKS ,https://job-boards.greenhouse.io/smavagmbh/jobs/7578623003,greenhouse,smavagmbh,7578623003
262,rejected,senior_6_10,"Associate/Senior Associate, Management Consulting","Associate/Senior Associate, Management Consulting",rclco.com,"New York City, Los Angeles, Washington, D.C",RCLCO,https://job-boards.greenhouse.io/rclco/jobs/8096150,greenhouse,rclco,8096150
263,rejected,junior_0_2,Forward Deployed Engineer,Forward Deployed Engineer,conviction.com,San Francisco,Engineering,https://jobs.lever.co/collate/31c0b6b3-3a59-4fd4-8ca9-63ff2740780a,lever,collate,31c0b6b3-3a59-4fd4-8ca9-63ff2740780a
264,rejected,junior_0_2,General Campus Analyst Application,General Campus Analyst Application,harrisonst.com,"Chicago,  IL",General Campus,https://jobs.lever.co/harrisonst/c8539236-06f5-4dee-9dd7-5d0851bb530f,lever,harrisonst,c8539236-06f5-4dee-9dd7-5d0851bb530f
265,rejected,unknown,Account Executive (GTME - SMB),Account Executive (GTME - SMB),clay.com,New York,GTM - Sales,https://jobs.ashbyhq.com/claylabs/6e5c1f60-a194-4fe0-8a1c-f160731ccc98,ashby,claylabs,6e5c1f60-a194-4fe0-8a1c-f160731ccc98
266,adjacent,junior_0_2,"Client Delivery Specialist, Automation - Associate","Client Delivery Specialist, Automation - Associate",icapitalnetwork.com,"Salt Lake City, Utah, United States",Data Solutions,https://job-boards.greenhouse.io/icapitalnetwork/jobs/8699794002,greenhouse,icapitalnetwork,8699794002
267,rejected,junior_0_2,Systems PhD - Software Engineer,Systems PhD - Software Engineer ,dcvc.com,"Mountain View, California; San Francisco, California",Engineering - Pipeline,https://databricks.com/company/careers/open-positions/job?gh_jid=8482037002,greenhouse,databricks,8482037002
268,rejected,junior_0_2,Sr IT Systems Specialist,Sr IT Systems Specialist,humaninterest.com,"San Francisco, CA",Engineering,https://job-boards.greenhouse.io/humaninterest/jobs/8020213,greenhouse,humaninterest,8020213
269,rejected,senior_6_10,Senior Sales Engineer (Tri-State),Senior Sales Engineer (Tri-State),horizon3.ai,"US, Remote",Sales,https://jobs.ashbyhq.com/horizon3ai/11f7f16d-819d-44c6-90c8-0ae0834b26f9,ashby,horizon3ai,11f7f16d-819d-44c6-90c8-0ae0834b26f9
270,rejected,senior_6_10,IT Service Desk Specialist,IT Service Desk Specialist,admiralmarkets.com,,IT,https://apply.workable.com/j/F91E9FA697,workable,admirals,F91E9FA697
271,rejected,unknown,Experienced Gameplay Programmer- Stellaris,Experienced Gameplay Programmer- Stellaris,paradoxinteractive.com,"Stockholm, Sweden, Stockholm, Sweden",Games Programming,https://career.paradoxplaza.com/jobs/7350489-experienced-gameplay-programmer-stellaris,teamtailor,career.paradoxplaza.com,ad6956b6-5617-479d-afee-fca44eb5bc62
272,rejected,student_intern,Process Automation Intern (October-December 2026),Process Automation Intern (October-December 2026),fundingsocieties.com,,Engineering,https://apply.workable.com/j/594D89B760,workable,fundingsocieties,594D89B760
273,rejected,unknown,KMA-samordnare anläggning,KMA-samordnare anläggning,Bustos Konsulttjänster AB,"Stockholm, Stockholms län",HSEQ Manager/KMA-samordnare,https://arbetsformedlingen.se/platsbanken/annonser/31354677,jobtech,jobstream,31354677
274,rejected,unknown,Demand Planner - Speedo,Demand Planner - Speedo,canterbury.com,"Farringdon, London, London, United Kingdom",,https://careers.pentland.com/jobs/8073842-demand-planner-speedo,teamtailor,pentlandbrandsuk,8bf59f29-0a9e-4c61-9c6e-384ff26b34d9
275,rejected,senior_6_10,Strategy & Operations Senior Associate (Hybrid),Strategy & Operations Senior Associate (Hybrid),enova.com,"Chicago, IL ",Strategy & Operations ,https://job-boards.greenhouse.io/enova/jobs/8067055,greenhouse,enova,8067055
276,rejected,unknown,Deal Desk,Deal Desk,clay.com,New York,Finance,https://jobs.ashbyhq.com/claylabs/1ad2a991-cc6a-4645-a6b8-18ae61737d6d,ashby,claylabs,1ad2a991-cc6a-4645-a6b8-18ae61737d6d
277,rejected,unknown,"Maintenance Technician, IFM - Tampa, FL","Maintenance Technician, IFM - Tampa, FL",cortland.com,"Tampa, FL",Integrated Facilities,https://job-boards.greenhouse.io/cortland/jobs/4314571009,greenhouse,cortland,4314571009
278,rejected,student_intern,Summer 2027 Portfolio Management Intern,Summer 2027 Portfolio Management Intern,harrisonst.com,"Chicago,  IL",Portfolio Management,https://jobs.lever.co/harrisonst/e71eab04-cbea-4318-a553-704ee33ceef6,lever,harrisonst,e71eab04-cbea-4318-a553-704ee33ceef6
279,rejected,student_intern,Internship - Sales (m/w/d),Internship - Sales (m/w/d),finn.com,Munich,Internships,https://jobs.lever.co/finn/fc5d1573-a0ef-4152-804f-099fb622b3b8,lever,finn,fc5d1573-a0ef-4152-804f-099fb622b3b8
280,rejected,junior_0_2,"Strategic Transformation, Data Support - Associate","Strategic Transformation, Data Support - Associate ",icapitalnetwork.com,"Salt Lake City, Utah, United States",Fund Finance,https://job-boards.greenhouse.io/icapitalnetwork/jobs/8606952002,greenhouse,icapitalnetwork,8606952002
281,rejected,junior_0_2,"Associate, Social Media","Associate, Social Media",generalatlantic.com,New York - Park Avenue,Marketing & Corporate Affairs,https://job-boards.greenhouse.io/generalatlantic/jobs/6015174004,greenhouse,generalatlantic,6015174004
282,less_relevant,junior_0_2,Software Engineer: Perception,Software Engineer: Perception ,inflection.fund,"Los Angeles, US",Engineering,https://job-boards.eu.greenhouse.io/lodestarspace/jobs/4661387101,greenhouse,lodestarspace,4661387101
283,rejected,junior_0_2,Energy Efficiency Engineer,Energy Efficiency Engineer,buoyant.vc,,Delivery,https://apply.workable.com/j/941D26F9B4,workable,resource-innovations,941D26F9B4
284,rejected,unknown,FinTech Sales - Private Markets,FinTech Sales - Private Markets,afsgroup.nl,"Amsterdam, Netherlands",AFS E-Venues,https://afsgroup.recruitee.com/o/fintech-sales-private-markets,recruitee,afsgroup,2710505
285,rejected,mid_3_5,Senior Federal Technical Support Engineer,Senior Federal Technical Support Engineer,horizon3.ai,"US, Remote",Customer,https://jobs.ashbyhq.com/horizon3ai/6734dee7-32bc-4401-bccd-24eda31fb80e,ashby,horizon3ai,6734dee7-32bc-4401-bccd-24eda31fb80e
286,rejected,senior_6_10,"Senior Associate, Consolidation & External Reporting","Senior Associate, Consolidation & External Reporting",generalatlantic.com,New York - Park Avenue,Finance,https://job-boards.greenhouse.io/generalatlantic/jobs/6100889004,greenhouse,generalatlantic,6100889004
287,rejected,unknown,Öppen ansökan - Ortodontiassistent,Öppen ansökan - Ortodontiassistent,smile.se,"Hela Sverige, Bromma, Sweden",Avdelning: Tandsköterskor och Ortodontiassistenter,https://karriar.smile.se/jobs/7577184-oppen-ansokan-ortodontiassistent,teamtailor,karriar.smile.se,85d8dcc7-38f9-46b3-9289-cc0850a7a322
288,rejected,unknown,Recovery Coach,Recovery Coach,fcventures.com,Remote,Recovery Coaching,https://bicyclehealth.com/careers-opportunities?gh_jid=6119412004,greenhouse,bicyclehealth,6119412004
289,rejected,unknown,"Executive Assistant, New York Magazine","Executive Assistant, New York Magazine",cafe.com,"New York, NY",New York Magazine,http://boards.greenhouse.io/voxmedia/jobs/8041500?gh_jid=8041500,greenhouse,voxmedia,8041500
290,rejected,junior_0_2,"Software Engineer, Early Career","Software Engineer, Early Career",aquatic.com,Chicago; New York,Technology,https://job-boards.greenhouse.io/aquaticcapitalmanagement/jobs/8489226002,greenhouse,aquaticcapitalmanagement,8489226002
291,adjacent,junior_0_2,Investor Relations - Analyst,Investor Relations - Analyst,icapitalnetwork.com,"Salt Lake City, Utah, United States",Investor Relations,https://job-boards.greenhouse.io/icapitalnetwork/jobs/8574831002,greenhouse,icapitalnetwork,8574831002
292,rejected,senior_6_10,"Senior Analyst, Investment Team (Life Science Tools & Services)","Senior Analyst, Investment Team (Life Science Tools & Services)",archimed.group,,Archimed,https://apply.workable.com/j/80C1BD870B,workable,archimed,80C1BD870B
293,rejected,unknown,AI-utvecklare,AI-utvecklare,Humanit Stockholm AB,"Stockholm, Stockholms län",Mjukvaruutvecklare,https://arbetsformedlingen.se/platsbanken/annonser/31353393,jobtech,jobstream,31353393
294,adjacent,senior_6_10,Retirement Plan Specialist,Retirement Plan Specialist ,tuftoncapital.com,"Remote, USA",Wealth Solutions,https://job-boards.greenhouse.io/merceradvisors/jobs/5225746008,greenhouse,merceradvisors,5225746008
295,rejected,unknown,Maintenance Technician,Maintenance Technician,griffisresidential.com,"West Palm Beach, Florida, United States",Griffis West Palm,https://griffisresidential.com/open-positions/?gh_jid=5235546008,greenhouse,griffisresidential,5235546008
296,rejected,senior_6_10,Senior Salesforce Solution Architect,Senior Salesforce Solution Architect,mariner.com,United States,Platform,https://jobs.ashbyhq.com/mariner-careers/55465a0f-04d6-4e97-adf7-dc682a8c8842,ashby,mariner-careers,55465a0f-04d6-4e97-adf7-dc682a8c8842
297,rejected,junior_0_2,Client Service Associate,Client Service Associate,waverly-advisors.com,"Huntsville, AL",Client Service,https://job-boards.greenhouse.io/waverlyadvisorsllc/jobs/4363546009,greenhouse,waverlyadvisorsllc,4363546009
298,rejected,junior_0_2,"AI Factory, Value Engineer","AI Factory, Value Engineer",shieldcap.com,United States (Remote),S&M - Leviathan,https://job-boards.greenhouse.io/armada/jobs/5182555008,greenhouse,armada,5182555008
299,rejected,senior_6_10,Senior Product Designer,Senior Product Designer ,compound.vc,Remote,Product,https://job-boards.greenhouse.io/fortrobotics/jobs/4721939005,greenhouse,fortrobotics,4721939005
300,rejected,junior_0_2,Control Room - Associate,Control Room - Associate ,icapitalnetwork.com,"Salt Lake City, Utah, United States",Regulatory and Compliance,https://job-boards.greenhouse.io/icapitalnetwork/jobs/8492838002,greenhouse,icapitalnetwork,8492838002
301,rejected,unknown,Business development,Enterprise Business Development Representative - West,alphapartners.com,United States - Remote,Business Development,https://job-boards.greenhouse.io/chainguard/jobs/4663455006,greenhouse,chainguard,4663455006
302,rejected,new_grad,Life sciences pharma,"Associate, Life Sciences",generalatlantic.com,New York - Park Avenue,Life Sciences,https://job-boards.greenhouse.io/generalatlantic/jobs/5778302004,greenhouse,generalatlantic,5778302004
303,rejected,unknown,Infrastructure,Staff Infrastructure/DevOps Engineer,superstate.co,New York City,Engineering,https://jobs.lever.co/superstate/d1634337-c3e3-41c7-bc3e-0774c4b6ac3d,lever,superstate,d1634337-c3e3-41c7-bc3e-0774c4b6ac3d
304,rejected,new_grad,Private equity,"Associate, Investment",pantheon.com,"San Francisco, California, United States",Investment,https://job-boards.greenhouse.io/pantheonpublic/jobs/8619089002,greenhouse,pantheonpublic,8619089002
305,rejected,unknown,Sales role,"Enterprise Account Executive, Benelux",dcvc.com,"Amsterdam, Netherlands",Enterprise Sales,https://databricks.com/company/careers/open-positions/job?gh_jid=8589349002,greenhouse,databricks,8589349002
306,rejected,new_grad,Asset management,"Senior Financial Analyst, Financial Planning & Analysis (Future Opportunities)",fengate.com,,Corporate Services,https://apply.workable.com/j/D40C973947,workable,fengate,D40C973947
307,rejected,new_grad,Unclassified role,Fincrime Analyst (Relocation to Luxembourg),satispay.com,"Netherlands, Amsterdam",Fincrime Operations,https://jobs.ashbyhq.com/satispay/7a4abfb5-b788-4ec7-a14e-37b45b8fa266,ashby,satispay,7a4abfb5-b788-4ec7-a14e-37b45b8fa266
308,rejected,unknown,Software engineer,Business Developer,afsgroup.nl,"Amsterdam, Netherlands",AFS E-Venues,https://afsgroup.recruitee.com/o/business-developer,recruitee,afsgroup,2654468
309,rejected,unknown,Construction role,Construction Superintendent,rxr.com,New York City,Construction Services,https://job-boards.greenhouse.io/rxr/jobs/5348857008,greenhouse,rxr,5348857008
