n,relevance,seniority,note,title,firm,location,department,url,ats,token,job_id
138,rejected,head_or_md,strategy consulting at Mastercard; not markets,"Senior Managing Consultant, Advisors & Consulting Services, Strategy & Transformation - P&L Optimization SME",ethoca.com,"Arlington, Virginia",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Arlington-Virginia/Senior-Managing-Consultant--Advisors---Consulting-Services--Strategy---Transformation---P-L-Optimization-SME_R-279185,workday,mastercard|wd1|CorporateCareers,/job/Arlington-Virginia/Senior-Managing-Consultant--Advisors---Consulting-Services--Strategy---Transformation---P-L-Optimization-SME_R-279185
139,relevant,mid_3_5,mid-frequency quantitative trading at prop shop,Senior Mid-Frequency Quantitative Trader,transmarketgroup.com,"Chicago, Illinois, United States",Quantitative Trading,https://job-boards.greenhouse.io/transmarketgroup/jobs/5151556007?gh_jid=5151556007,greenhouse,transmarketgroup,5151556007
140,adjacent,unknown,trading support at insurance firm,Trading Support Specialist,valic.com,TX-Houston,,https://corebridgefinancial.wd1.myworkdayjobs.com/en-US/CorebridgeFinancial/job/TX-Houston/Trading-Support-Specialist_JR2600716,workday,corebridgefinancial|wd1|CorebridgeFinancial,/job/TX-Houston/Trading-Support-Specialist_JR2600716
141,less_relevant,mid_3_5,credit risk model development; not alpha trading,Medior Model Developer,ayvens.com,Amsterdam; Paris,,https://ayvens.wd3.myworkdayjobs.com/en-US/AyvensCareers/job/Amsterdam/Medior-Model-Developer_JR_10040963-2,workday,ayvens|wd3|AyvensCareers,/job/Amsterdam/Medior-Model-Developer_JR_10040963-2
144,less_relevant,junior_0_2,trading operations at top quant fund; not research,Trading Operations Analyst (Asia Market Hours),pdtpartners.com,"New York, NY",Technology,https://job-boards.greenhouse.io/pdtpartners/jobs/4452703,greenhouse,pdtpartners,4452703
146,rejected,junior_0_2,economics consulting; not financial markets,NERA: Associate Analyst/ Analyst (m/w/d) Energy and Natural Resources (Berlin/ Frankfurt),marshmma.com,Berlin - Linden 14; Frankfurt - Friedrich,,https://mmc.wd1.myworkdayjobs.com/en-US/MMC/job/Berlin---Linden-14/NERA-Economic-Consulting-Research-Officer--m-w-d--Energy--Environment--Communications---Infrastructure_R_110004-1,workday,mmc|wd1|MMC,/job/Berlin---Linden-14/NERA-Economic-Consulting-Research-Officer--m-w-d--Energy--Environment--Communications---Infrastructure_R_110004-1
147,adjacent,new_grad,PE debt financing internship; not quant,Intern Debt Financing & Capital Markets (m/f/d),aurelius-group.com,,,https://aureliusinvest.wd3.myworkdayjobs.com/en-US/AURELIUS/job/Munich/Intern-Debt-Financing---Capital-Markets--m-f-d-_JR100225,workday,aureliusinvest|wd3|AURELIUS,/job/Munich/Intern-Debt-Financing---Capital-Markets--m-f-d-_JR100225
148,adjacent,unknown,ETF services at exchange; operations role,"Officer, ETF Services",hkexgroup.com,HK-CMP 6/F,,https://hkex.wd3.myworkdayjobs.com/en-US/HKEXCareerPage/job/HK-CMP-6F/Officer--ETF-Services_R003834,workday,hkex|wd3|HKEXCareerPage,/job/HK-CMP-6F/Officer--ETF-Services_R003834
149,rejected,mid_3_5,real estate portfolio analysis; not markets,Financial Analyst - Portfolio Management,fairfieldresidential.com,"San Diego, California",,https://ffres.wd1.myworkdayjobs.com/en-US/fairfieldcareers/job/San-Diego-California/Financial-Analyst---Portfolio-Management_R0011487,workday,ffres|wd1|fairfieldcareers,/job/San-Diego-California/Financial-Analyst---Portfolio-Management_R0011487
150,adjacent,mid_3_5,market surveillance and operations at exchange,Markets Analyst ( 12-month contract),euronext.com,Amsterdam,,https://hrhub.wd3.myworkdayjobs.com/en-US/Euronext_Career_Page/job/Amsterdam/Markets-Analyst_R27088,workday,hrhub|wd3|Euronext_Career_Page,/job/Amsterdam/Markets-Analyst_R27088
151,relevant,mid_3_5,quantitative developer at hedge fund; no description,Quantitative Developer,arrowstreetcapital.com,Boston,,https://arrowstreetcapital.wd5.myworkdayjobs.com/en-US/Campus_Careers/job/Boston/Quantitative-Developer_R1433,workday,arrowstreetcapital|wd5|Campus_Careers,/job/Boston/Quantitative-Developer_R1433
152,relevant,mid_3_5,fundamental/quantitative analysis on volatility desk,Fundamental Analyst - Volatility (Full Time),walleyecapital.com,"New York, New York",Single Stock - Volatility,https://job-boards.greenhouse.io/walleyecapital-external-students/jobs/4676290006,greenhouse,walleyecapital-external-students,4676290006
156,rejected,junior_0_2,technical support for commodities company,Technical Support Analyst,switzerland,"Zürich, ZH",,https://www.job-room.ch/job-search/42c75416-9fa3-4bcc-b161-4e8697fb0efa,jobroom,switzerland,42c75416-9fa3-4bcc-b161-4e8697fb0efa
157,relevant,mid_3_5,quantitative researcher on macro/rates strategies,Quantitative Researcher - Hong Kong,schonfeld.com,"Hong Kong, Hong Kong",Internal Portfolio Managers & Analysts,https://job-boards.greenhouse.io/schonfeld/jobs/5460823,greenhouse,schonfeld,5460823
158,adjacent,junior_0_2,fixed income settlements operations,Operations Associate Fixed Income Settlements,1919ic.com,,,https://careers-stifel.icims.com/jobs/9535/operations-associate--fixed-income-settlements/job,icims,stifel,9535
159,adjacent,mid_3_5,fixed income operations and reconciliation,Fixed Income Operations Analyst ,vestmark.com,"Wakefield, MA (Hybrid)",Vestmark's Outsourced Services (VOS),https://job-boards.greenhouse.io/vestmark/jobs/7616449,greenhouse,vestmark,7616449
161,rejected,unknown,brokerage operations at insurance brokerage,Brokerage Operations Coordinator,ryanspecialty.com,New York - New York - 1166 Ave of Americas,,https://ryansg.wd5.myworkdayjobs.com/en-US/Ryan_Specialty_Career_Site/job/New-York---New-York---1166-Ave-of-Americas/Brokerage-Operations-Coordinator_JR26-5050,workday,ryansg|wd5|Ryan_Specialty_Career_Site,/job/New-York---New-York---1166-Ave-of-Americas/Brokerage-Operations-Coordinator_JR26-5050
163,less_relevant,mid_3_5,AI validation engineer at Point72; not quant research,"AI Validation Engineer, Macro Technology",point72,"New York, NY; Stamford, CT",Technology,https://boards.greenhouse.io/point72/jobs/8448402002?gh_jid=8448402002,greenhouse,point72,8448402002
164,adjacent,unknown,corporate treasury at alternative investment firm,"Treasury Analyst, Global Treasury Operations",oaktreecapital.com,"Los Angeles, California",,https://oaktree.wd1.myworkdayjobs.com/en-US/Oaktree/job/Los-Angeles-California/Treasury-Analyst--Global-Treasury-Operations_2026-351-1,workday,oaktree|wd1|Oaktree,/job/Los-Angeles-California/Treasury-Analyst--Global-Treasury-Operations_2026-351-1
165,rejected,unknown,post-trade systems IT at exchange; infrastructure,(Senior) Systems Analyst - Post-Trade Systems (Derivatives Clearing) - IT,hkexgroup.com,CN-Shenzhen-HyQ,,https://hkex.wd3.myworkdayjobs.com/en-US/HKEXCareerPage/job/CN-Shenzhen-HyQ/XMLNAME--Senior--Systems-Analyst---Post-Trade-Systems--Derivatives-Clearing----IT_R003941,workday,hkex|wd3|HKEXCareerPage,/job/CN-Shenzhen-HyQ/XMLNAME--Senior--Systems-Analyst---Post-Trade-Systems--Derivatives-Clearing----IT_R003941
166,relevant,mid_3_5,investment strategy and portfolio research at ETF firm,Investment Strategy Analyst,profunds.com,"New York, NY",Investment Strategy,https://boards.greenhouse.io/proshares/jobs/5998367004?gh_jid=5998367004,greenhouse,proshares,5998367004
167,rejected,unknown,collateral and loan documentation specialist,Collateral Specialist - Lien Perfection,wintrustwealth.com,"Rosemont, IL",,https://wintrust.wd1.myworkdayjobs.com/en-US/Search/job/Rosemont-IL/Collateral-Specialist---Lien-Perfection_26809,workday,wintrust|wd1|Search,/job/Rosemont-IL/Collateral-Specialist---Lien-Perfection_26809
168,rejected,junior_0_2,portfolio risk at fintech lender; unconnected to markets,"Portfolio Risk Associate, Risk & Analytics",avant.com,Chicago HQ,,https://avant.wd503.myworkdayjobs.com/en-US/External_Careers/job/Chicago-HQ/Portfolio-Risk-Associate--Risk---Analytics_JR100502,workday,avant|wd503|External_Careers,/job/Chicago-HQ/Portfolio-Risk-Associate--Risk---Analytics_JR100502
169,less_relevant,junior_0_2,CRE debt analysis at PIMCO; not alpha trading,"Analyst/Associate, Commercial Real Estate (CRE) Debt",pimco.com,"London, GBR",,https://pimco.wd1.myworkdayjobs.com/en-US/pimco-careers/job/London-GBR/Analyst-Associate--Commercial-Real-Estate--CRE--Debt_R106454,workday,pimco|wd1|pimco-careers,/job/London-GBR/Analyst-Associate--Commercial-Real-Estate--CRE--Debt_R106454
170,adjacent,mid_3_5,ETF capital markets sales and support specialist,"Senior Technical Sales Specialist, ETF Capital Market Support",seic.com,USA - NY - New York; USA - PA - Oaks,,https://seic.wd1.myworkdayjobs.com/en-US/SEI_Global_Services/job/USA---NY---New-York/Senior-Technical-Sales-Specialist--ETF-Capital-Market-Support_R0036856-1,workday,seic|wd1|SEI_Global_Services,/job/USA---NY---New-York/Senior-Technical-Sales-Specialist--ETF-Capital-Market-Support_R0036856-1
172,rejected,senior_6_10,data science for retail forecasting; not markets,"Staff Data Scientist, Planning and Forecasting",basisset.com,"Palo Alto, California, United States",Forecasting and Planning Engineering,https://job-boards.greenhouse.io/quince/jobs/5323879008,greenhouse,quince,5323879008
173,adjacent,senior_6_10,treasury sales and structuring at commercial bank,"Treasury Sales Dealer, Sales & Structured Solutions",hlbank.com.sg,Singapore   |   SG-Global Markets,,https://hlb.wd3.myworkdayjobs.com/en-US/HLBCareers/job/Singapore/Execution---Dealer_JR0000025518,workday,hlb|wd3|HLBCareers,/job/Singapore/Execution---Dealer_JR0000025518
175,less_relevant,mid_3_5,credit risk model development for auto lending,"Associate, Model Development",santander.com,Austin,,https://santander.wd3.myworkdayjobs.com/en-US/SantanderCareers/job/Austin/Associate--Model-Development_Req1607771,workday,santander|wd3|SantanderCareers,/job/Austin/Associate--Model-Development_Req1607771
176,less_relevant,mid_3_5,ML engineer for enterprise systems at Fidelity,Technical Consultant – Machine Learning,fidelity.co.uk,,,https://fil.wd3.myworkdayjobs.com/en-US/001/job/Dalian-Office/Technical-Consultant---Machine-Learning_J66458,workday,fil|wd3|001,/job/Dalian-Office/Technical-Consultant---Machine-Learning_J66458
177,less_relevant,senior_6_10,application developer for GFM systems at DBS,"Specialist, Application Developer, Global Financial Markets",dbs.com,Guangzhou,,https://dbs.wd3.myworkdayjobs.com/en-US/DBS_Careers/job/Guangzhou/Specialist--Application-Developer--Global-Financial-Markets_WD87596,workday,dbs|wd3|DBS_Careers,/job/Guangzhou/Specialist--Application-Developer--Global-Financial-Markets_WD87596
179,relevant,mid_3_5,multi-asset portfolio research and implementation,Portfolio Analyst,northerntrust.com,"Chicago, IL",,https://ntrs.wd1.myworkdayjobs.com/en-US/northerntrust/job/Chicago-IL/Portfolio-Analyst_R155413,workday,ntrs|wd1|northerntrust,/job/Chicago-IL/Portfolio-Analyst_R155413
180,relevant,junior_0_2,ML systems for fixed-income portfolio management; systematic alpha research,Machine Learning Analyst ,bracebridgecapital.com,"Boston, MA",Machine Learning,https://job-boards.greenhouse.io/bracebridgecapital/jobs/4715042005,greenhouse,bracebridgecapital,4715042005
181,relevant,mid_3_5,Credit risk model development; econometric behavioral modeling at bank,Credit Risk Model Development Quantitative Analyst II - Consumer Portfolio (Hybrid - see job description for potential work locations),wilmingtontrust.com,"Buffalo, NY; Baltimore, MD; Wilmington, DE; New York, NY; Washington, DC; Bridgeport, CT",,https://mtb.wd5.myworkdayjobs.com/en-US/WTExternal/job/Buffalo-NY/Credit-Risk-Model-Development-Quantitative-Analyst-II---Consumer-Portfolio--Hybrid---see-job-description-for-potential-work-locations-_R83338-2,workday,mtb|wd5|WTExternal,/job/Buffalo-NY/Credit-Risk-Model-Development-Quantitative-Analyst-II---Consumer-Portfolio--Hybrid---see-job-description-for-potential-work-locations-_R83338-2
182,rejected,unknown,Crypto digital assets platform; explicitly out of scope,AI Forward Deployed Engineer,bullish.com,Hong Kong,,https://bullish.wd3.myworkdayjobs.com/en-US/Bullish/job/Hong-Kong/AI-Engineer_JR2001256,workday,bullish|wd3|Bullish,/job/Hong-Kong/AI-Engineer_JR2001256
183,rejected,unknown,Corporate treasury at energy company; not markets work,Treasury Operations Analyst - 12 Month FTC,octopusenergygeneration.com,London (GB),Finance,https://jobs.lever.co/octoenergy/3b5502ca-ab06-4dbb-9570-3ee651286521,lever,octoenergy,3b5502ca-ab06-4dbb-9570-3ee651286521
185,adjacent,unknown,Compliance/testing role at bank; not quant modeling core,Fair and Responsible Banking Analyst –Testing Program Governance,usbank.com,"Charlotte, NC; Minneapolis, MN; Cincinnati, OH; Tempe, AZ",,https://usbank.wd1.myworkdayjobs.com/en-US/US_Bank_Careers/job/Charlotte-NC/Fair-and-Responsible-Banking-Analyst--Testing-Program-Governance_2026-0019838,workday,usbank|wd1|US_Bank_Careers,/job/Charlotte-NC/Fair-and-Responsible-Banking-Analyst--Testing-Program-Governance_2026-0019838
187,rejected,unknown,Corporate treasury at real estate firm; not markets work,Treasury Analyst,greystar.com,"City Office Dallas (Southlake), Southlake, TX; Remote Texas, Remote Texas, TX",,https://greystar.wd1.myworkdayjobs.com/en-US/External/job/City-Office-Dallas-Southlake-Southlake-TX/Treasury-Analyst_R0189167,workday,greystar|wd1|External,/job/City-Office-Dallas-Southlake-Southlake-TX/Treasury-Analyst_R0189167
188,rejected,unknown,Crypto exchange platform (Coinbase); explicitly excluded,Solutions Architect,blockchaincapital.com,"Hybrid - New York, NY","Institutional Sales, Trading, and Prime Services",https://www.coinbase.com/careers/positions/8056065?gh_jid=8056065,greenhouse,coinbase,8056065
189,rejected,senior_6_10,SAP treasury implementation consulting; not quant work,Senior SAP Treasury & Risk Management (TRM) consultant,concentrix.com,USA Bellevue 13555 SE 36th Street,,https://cnx.wd1.myworkdayjobs.com/en-US/external_global/job/USA-Bellevue-13555-SE-36th-Street/Senior-SAP-Treasury---Risk-Management--TRM--consultant_R1752427,workday,cnx|wd1|external_global,/job/USA-Bellevue-13555-SE-36th-Street/Senior-SAP-Treasury---Risk-Management--TRM--consultant_R1752427
190,relevant,senior_6_10,Experienced equity derivatives trader; proprietary trading firm,Equity Delta-One & TRF Trader ,geneva-trading.com,Chicago Office; Dublin Ireland Office,GTM - Chicago Trading,https://job-boards.greenhouse.io/genevatrading/jobs/5175118007,greenhouse,genevatrading,5175118007
191,rejected,senior_6_10,Data science at manufacturing company; not markets firm,"Senior Data Scientist, Costing",cherry.vc,"North Bethesda, MD",Data Science and Engineering ,https://job-boards.greenhouse.io/xometry/jobs/4774826007,greenhouse,xometry,4774826007
192,rejected,senior_6_10,Sales/customer acquisition at crypto platform; not quant,"Sr. Specialist, Customer Acquisition - API (Korean Speaker)",concentrix.com,"SGP Singapore - 80 Pasir Panjang Road, 15-83/84 Mapletree Business City #2",,https://cnx.wd1.myworkdayjobs.com/en-US/external_global/job/SGP-Singapore---80-Pasir-Panjang-Road-15-8384-Mapletree-Business-City-2/Sr-Specialist--Customer-Acquisition---API--Korean-Speaker-_R1744533,workday,cnx|wd1|external_global,/job/SGP-Singapore---80-Pasir-Panjang-Road-15-8384-Mapletree-Business-City-2/Sr-Specialist--Customer-Acquisition---API--Korean-Speaker-_R1744533
195,adjacent,junior_0_2,Client sales role at private markets; not quant research,"Associate, Private Wealth Solutions",hamiltonlane.com,"Conshohocken, PA, USA",,https://hamiltonlane.wd108.myworkdayjobs.com/en-US/search/job/Conshohocken-PA-USA/Associate--Private-Wealth-Solutions_R002966,workday,hamiltonlane|wd108|search,/job/Conshohocken-PA-USA/Associate--Private-Wealth-Solutions_R002966
196,rejected,senior_6_10,Insurance actuarial risk modeling; explicitly out of scope,Senior Quantitative Investment Risk Modeler,pacificlife.com,Newport Beach CA-700,,https://pacificlife.wd1.myworkdayjobs.com/en-US/PacificLifeCareers/job/Newport-Beach-CA-700/Senior-Quantitative-Investment-Risk-Modeler_R17514,workday,pacificlife|wd1|PacificLifeCareers,/job/Newport-Beach-CA-700/Senior-Quantitative-Investment-Risk-Modeler_R17514
198,adjacent,head_or_md,Platform engineering at financial institution; not quant work,AI Platform Engineer,cards.barclaycardus.com,"Glasgow Campus; Canary Wharf, 1 Churchill Place",,https://barclays.wd3.myworkdayjobs.com/en-US/External_Career_Site_Barclays/job/Glasgow-Campus/AI-Platform-Engineer_JR-0000083798,workday,barclays|wd3|External_Career_Site_Barclays,/job/Glasgow-Campus/AI-Platform-Engineer_JR-0000083798
199,adjacent,head_or_md,Private credit investment management; discretionary not systematic,"Senior Investment Professional, Private Credit ",aksia.com,New York,Private Credit,https://job-boards.greenhouse.io/aksia/jobs/7498568002,greenhouse,aksia,7498568002
200,rejected,senior_6_10,Real estate asset management; not quantitative finance,"Senior Analyst, Asset Management",bridge33capital.com,,Asset Management,https://apply.workable.com/j/DD6F2892EC,workable,bridge33capital,DD6F2892EC
201,rejected,mid_3_5,Real estate asset management analyst; not quant work,"Analyst II, Asset Management",spcm.com,"Boston, MA",,https://orix.wd5.myworkdayjobs.com/en-US/External_ORIX/job/Boston-MA/Analyst-II--Asset-Management_R0004220,workday,orix|wd5|External_ORIX,/job/Boston-MA/Analyst-II--Asset-Management_R0004220
202,adjacent,new_grad,Intern at bank structured solutions; trade operations support role,Intern - Global Markets (Structured Solutions),hlbank.com.sg,Singapore   |   SG-Global Markets,,https://hlb.wd3.myworkdayjobs.com/en-US/HLBCareers/job/Singapore/Intern---Global-Markets--Structured-Solutions-_JR0000025854,workday,hlb|wd3|HLBCareers,/job/Singapore/Intern---Global-Markets--Structured-Solutions-_JR0000025854
203,relevant,mid_3_5,Quantitative options trader; 3+ years required at market maker,Quantitative Trader,akunacapital.com,Singapore,Trading,https://www.akunacapital.com/careers/job/6527972/?gh_jid=6527972,greenhouse,akunacapital,6527972
204,rejected,unknown,Middle/back office support; operations not quant work,Middle/Back Office Support,pandtong.com,,,https://pandtong.com/joblistEn?name=3&lan=En,site,pandtong,3
205,rejected,junior_0_2,Real estate investment consulting; not financial markets quant,"Analyst/Associate, Investments & Portfolio Management",rclco.com,"Los Angeles, Denver, San Francisco, Washington, D.C.",RCLCO Fund Advisors,https://job-boards.greenhouse.io/rclco/jobs/6774491,greenhouse,rclco,6774491
207,rejected,new_grad,Intern middle/back office at asset manager; operations not quant,"Intern, Middle & Back office function",eastspring.com,Shanghai,,https://prudential.wd3.myworkdayjobs.com/en-US/prudential_eastspring/job/Shanghai/Intern--Middle---Back-office-function_26070313,workday,prudential|wd3|prudential_eastspring,/job/Shanghai/Intern--Middle---Back-office-function_26070313
208,adjacent,junior_0_2,Trade support analyst at commodities firm; support not trading,Trading Support Analyst (VN3038),marex.com,"Chicago, United States",Trade Support,https://marex.breezy.hr/p/0114a9b47c3701-trading-support-analyst-vn3038,breezy,marex,0114a9b47c3701
209,adjacent,unknown,Data science for internal automation at wealth manager; not markets-facing,Data Scientist inom AI och automatisering,garantum.se,"Stockholm, Sweden",Invest | Fondkommission,https://karriar.garantum.se/jobs/7954377-data-scientist-inom-ai-och-automatisering,teamtailor,karriar.garantum.se,b082d278-65b2-4d52-9578-391d929357fb
210,rejected,junior_0_2,Real estate debt asset management; not financial markets work,"Associate, Debt Asset Management, Real Estate",kayneanderson.com,,,https://apply.workable.com/j/A099FAB32E,workable,kaynecapital,A099FAB32E
211,rejected,senior_6_10,Insurance underwriting; explicitly out of scope,Senior Financial Institutions Underwriter,markel.com,2 Locations,,https://markelcorp.wd5.myworkdayjobs.com/en-US/GlobalCareers/job/Madrid---ESP/Senior-Financial-Institutions-Underwriter_R0022773,workday,markelcorp|wd5|GlobalCareers,/job/Madrid---ESP/Senior-Financial-Institutions-Underwriter_R0022773
212,relevant,mid_3_5,Quant researcher at prop trading firm; 2+ years minimum experience,Experienced/Lateral - Quantitative Researcher,fiverings.com,New York,Quantitative Research,https://job-boards.greenhouse.io/fiveringsllc/jobs/5046298008,greenhouse,fiveringsllc,5046298008
213,less_relevant,unknown,Backend engineer for energy trading platform; not financial markets,(Senior) Backend Engineer — Trading & Asset Optimization,aenu.com,Berlin HQ,Engineering,https://jobs.ashbyhq.com/trawa/ddf52300-2d5f-47cc-b49f-7fcd3626ab5b,ashby,trawa,ddf52300-2d5f-47cc-b49f-7fcd3626ab5b
214,adjacent,junior_0_2,Fundamental equity research analyst; discretionary not systematic,"Research Associate, Internet",rbcbluebay.com,"BROOKFIELD PLACE FKA 3 WORLD FINANCIAL CENTER, 200 VESEY STREET:NEW YORK",,https://rbc.wd3.myworkdayjobs.com/en-US/RBCGLOBAL1/job/BROOKFIELD-PLACE-FKA-3-WORLD-FINANCIAL-CENTER-200-VESEY-STREETNEW-YORK/Research-Associate--Internet_R-0000183727,workday,rbc|wd3|RBCGLOBAL1,/job/BROOKFIELD-PLACE-FKA-3-WORLD-FINANCIAL-CENTER-200-VESEY-STREETNEW-YORK/Research-Associate--Internet_R-0000183727
215,adjacent,junior_0_2,Post-trade operations collateral management; operations not trading,Post-Trade Client Relationship & Service Associate - Collateral Management,sweden,Stockholm,,https://jobbsafari.se/jobb/post-trade-client-relationship-service-associate-collateral-management-scsom-17908091,jobbsafari,sweden,17908091
216,rejected,senior_6_10,Data scientist at logistics tech firm; not markets firm,"Data Scientist, Professional Senior",zebra.com,"USA - Lincolnshire, Illinois",,https://zebra.wd501.myworkdayjobs.com/en-US/Zebra_careers/job/USA---Lincolnshire-Illinois/Data-Scientist--Professional-Senior_JR101472,workday,zebra|wd501|Zebra_careers,/job/USA---Lincolnshire-Illinois/Data-Scientist--Professional-Senior_JR101472
217,relevant,mid_3_5,Quant developer at hedge fund; 4+ years Python/KDB required,Quant Developer (Python) ,squarepoint-capital.com,"London, Montreal, Warsaw, Hong Kong, Singapore, Madrid, Houston, Bangalore",Technology,https://www.squarepoint-capital.com/open-opportunities?id=1433622&gh_jid=1433622,greenhouse,squarepointcapital,1433622
220,,,,UHNW & Institutional Investment Advisor ,focusfinancialpartners.com,"Rochester, NY / remote",Client & Advisor Experience ,https://job-boards.greenhouse.io/focusfinancialpartners/jobs/6151112004,greenhouse,focusfinancialpartners,6151112004
222,adjacent,senior_6_10,Business analyst for private markets platform; process/analytics not core,"Senior Technical Business Analyst, Private Markets",russellinvestments.com,New York; Seattle,,https://russell.wd5.myworkdayjobs.com/en-US/russellinvestments/job/New-York/Lead-Technical-Analyst--Private-Markets_R-03688,workday,russell|wd5|russellinvestments,/job/New-York/Lead-Technical-Analyst--Private-Markets_R-03688
223,adjacent,junior_0_2,Portfolio operations/analytics at private markets firm; not quant core,Portfolio Implementation and Oversight Analyst,hamiltonlane.com,"Conshohocken, PA, USA",,https://hamiltonlane.wd108.myworkdayjobs.com/en-US/search/job/Conshohocken-PA-USA/Portfolio-Implementation-and-Oversight-Analyst_R002911,workday,hamiltonlane|wd108|search,/job/Conshohocken-PA-USA/Portfolio-Implementation-and-Oversight-Analyst_R002911
224,relevant,senior_6_10,Trading analyst at global macro hedge fund; 5-7 years required,Analyst,caxton.com,,Trading,https://apply.workable.com/j/451B1CB7BB,workable,caxton,451B1CB7BB
225,relevant,senior_6_10,Proprietary trader at trading firm; minimum 5 years required,Experienced Trader,dvtrading.co,"Chicago; Dubai, Dubai, United Arab Emirates; London; New York",Trading,https://job-boards.greenhouse.io/dvtrading/jobs/4018000005,greenhouse,dvtrading,4018000005
228,adjacent,junior_0_2,Trade operations/compliance analyst at asset manager; not quant work,Portfolio Oversight Analyst – Investment Compliance,artisanpartnersuk.com,"San Francisco, CA | Boston, MA | Chicago, IL | Milwaukee, WI | New York, NY | Denver, CO",Securities and Trade Operations,https://www.artisanpartners.com/careers/career-opportunities.html?gh_jid=7887710,greenhouse,artisanpartners,7887710
230,adjacent,unknown,Fundamental EM equity research analyst; discretionary not systematic,Emerging Markets Financial and Real Estate Equities Analyst,vontobel.com,"Hong Kong AM / 1901 Gloucester Tower, The Landmark, 15 Queen's Road",,https://vontobel.wd3.myworkdayjobs.com/en-US/Vontobel_External_Career/job/Hong-Kong-AM--1901-Gloucester-Tower-The-Landmark-15-Queens-Road/Emerging-Markets-Real-Estate-and-Financial-Equities-Analyst_8802-2,workday,vontobel|wd3|Vontobel_External_Career,/job/Hong-Kong-AM--1901-Gloucester-Tower-The-Landmark-15-Queens-Road/Emerging-Markets-Real-Estate-and-Financial-Equities-Analyst_8802-2
231,less_relevant,unknown,Business analyst at trading firm; operations/optimization not trading,Quantitative Business Analyst,radixtrading.com,"Chicago, New York, Amsterdam",Business,https://job-boards.greenhouse.io/radixuniversity/jobs/8080910002,greenhouse,radixuniversity,8080910002
232,adjacent,unknown,trading operations; no description provided,Brokerage Operations Specialist,ohiocapitalfund.com,,,https://careers-westernsouthern.icims.com/jobs/24992/brokerage-operations-specialist/job,icims,westernsouthern,24992
233,adjacent,unknown,energy trading; no quant signal,Day-Ahead Trader ISO,ambitenergy.com,"Irving, Texas",,https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Irving-Texas/Day-Ahead-Trader-ISO_40016321-1,workday,vst|wd5|vistra_careers,/job/Irving-Texas/Day-Ahead-Trader-ISO_40016321-1
235,adjacent,unknown,unclear context; likely insurance,Trading Underwriter,bbrown.com,"Basildon, England, United Kingdom",,https://bbinsurance.wd1.myworkdayjobs.com/en-US/Careers_Europe/job/Basildon-England-United-Kingdom/Trading-Underwriter_R25_0000000195,workday,bbinsurance|wd1|Careers_Europe,/job/Basildon-England-United-Kingdom/Trading-Underwriter_R25_0000000195
237,less_relevant,senior_6_10,heavy infrastructure; crypto; 5+ years,Senior Software Engineer,gravityteam.co,"Latvia (Riga), Rīga, Latvia, Amsterdam, Netherlands, London, United Kingdom",IT,https://careers.gravityteam.co/jobs/2622803-senior-software-engineer,teamtailor,careers.gravityteam.co,d90175fd-44af-4e78-ad13-e59bd834470a
238,rejected,unknown,casualty insurance; not markets,Casualty Brokerage Operations Coordinator,ryanspecialty.com,Remote - United States,,https://ryansg.wd5.myworkdayjobs.com/en-US/Ryan_Specialty_Career_Site/job/Remote---United-States/Casualty-Brokerage-Operations-Coordinator_JR26-5108-1,workday,ryansg|wd5|Ryan_Specialty_Career_Site,/job/Remote---United-States/Casualty-Brokerage-Operations-Coordinator_JR26-5108-1
239,relevant,unknown,credit risk quantitative analyst,OM Bank - Credit Quantitative Analyst,oldmutual.com,2 Locations,,https://oldmutual.wd3.myworkdayjobs.com/en-US/Old_Mutual_Careers/job/Pinelands/OM-Bank---Credit-Quantitative-Analyst_JR-82126,workday,oldmutual|wd3|Old_Mutual_Careers,/job/Pinelands/OM-Bank---Credit-Quantitative-Analyst_JR-82126
242,relevant,unknown,systematic algorithmic trading,Quantitative Trader / Researcher - US,tower-research.com,"New York, Chicago, Charleston, Las Vegas, Miami",Quantitative Research & Trading,https://www.tower-research.com/open-positions/?gh_jid=16635,greenhouse,towerresearchcapital,16635
243,relevant,junior_0_2,derivatives trading; 1-3+ years,Quantitative Volatility Trader,xantium.com,"London, New York City ",Trading,https://job-boards.greenhouse.io/xantium/jobs/4179559009,greenhouse,xantium,4179559009
244,adjacent,unknown,fund operations; warehouse facility,"Analyst, Portfolio Management",arrowglobal.net,"Manchester, UK",,https://arrowglobal.pinpointhq.com/en/postings/d18c0d96-1c9a-4a2d-ae05-294da228fb94,pinpoint,arrowglobal,552593
245,adjacent,senior_6_10,business analytics; operations data,Business Analytics Senior Analyst,citibank.com.sg,New York New York United States,,https://citi.wd5.myworkdayjobs.com/en-US/2/job/New-York-New-York-United-States/Business-Analytics-Senior-Analyst_26969572,workday,citi|wd5|2,/job/New-York-New-York-United-States/Business-Analytics-Senior-Analyst_26969572
246,rejected,unknown,neural decoding; biotech not markets,Machine Learning Researcher,firstsparkventures.com,San Francisco,Research,https://jobs.ashbyhq.com/alljoined/537a054c-18ad-4e66-ab7a-178d1fe53ada,ashby,alljoined,537a054c-18ad-4e66-ab7a-178d1fe53ada
